,index,CurrentClinicName1,CurrentClinicCity,CurrentClinicState,Year,TotCycles1,TotCycles2,TotCycles3,TotCycles4,TotSuccess1,TotSuccess2,TotSuccess3,TotSuccess4,ClinicNames
2253,2253,INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK,BUFFALO,NEW YORK,2007.0,186.0,76.0,62.0,10.0,28.53333333333333,11.1,21.766666666666666,61.111111111111114,"INFERTILITY & IVF MEDICAL ASSOCIATES OF WESTERN NEW YORK, PLLC DBA BUFFALO"
2254,2254,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,HARTSDALE,NEW YORK,2007.0,78.0,42.0,38.0,6.0,37.8,28.21666666666667,16.05,12.5,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH HARTSDALE
2255,2255,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NEW YORK,2007.0,292.0,163.0,136.0,44.0,34.400000000000006,27.35,25.15,17.35,NORTH SHORE UNIVERSITY HOSPITAL MANHASSET
2256,2256,REPRODUCTIVE SPECIALISTS OF NEW YORK,MINEOLA,NEW YORK,2007.0,363.0,279.0,184.0,163.0,34.95,21.5,12.399999999999999,11.342307692307692,NYU LANGONE REPRODUCTIVE SPECIALISTS OF NEW YORK MINEOLA
2257,2257,ADVANCED FERTILITY SERVICES,NEW YORK,NEW YORK,2007.0,133.0,71.0,102.0,43.0,15.633333333333335,14.192857142857143,5.2,1.25,ADVANCED FERTILITY SERVICES NEW YORK
2258,2258,"AMERICAN FERTILITY SERVICES, PC",NEW YORK,NEW YORK,2007.0,116.0,93.0,84.0,67.0,22.4,4.0,9.742857142857144,2.35,"AMERICAN FERTILITY SERVICES, PC NEW YORK"
2259,2259,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,NEW YORK,NEW YORK,2007.0,46.0,38.0,32.0,29.0,57.51428571428572,37.5,12.5,3.55,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH NEW YORK
2260,2260,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,2007.0,382.0,269.0,374.0,196.0,48.0,31.85,27.200000000000003,12.755555555555556,REPRODUCTIVE CARE CENTER SANDY
2261,2261,MANHATTAN REPRODUCTIVE MEDICINE,NEW YORK,NEW YORK,2007.0,34.0,7.0,8.0,6.0,17.65,0.0,0.0,8.333333333333334,MANHATTAN REPRODUCTIVE MEDICINE NEW YORK
2262,2262,MEDICAL OFFICES FOR HUMAN REPRODUCTION,NEW YORK,NEW YORK,2007.0,79.0,84.0,64.0,48.0,37.53823529411765,21.6,3.5,18.2,MEDICAL OFFICES FOR HUMAN REPRODUCTION NEW YORK
2263,2263,NEW HOPE FERTILITY CENTER,NEW YORK,NEW YORK,2007.0,332.0,257.0,456.0,322.0,22.9,14.850000000000001,15.1,3.9,THE NEW YORK FERTILITY CENTER FLUSHING
2264,2264,NYU FERTILITY CENTER,NEW YORK,NEW YORK,2007.0,367.0,322.0,354.0,207.0,39.849999999999994,33.900000000000006,35.150000000000006,15.942857142857143,THE NEW YORK FERTILITY CENTER FLUSHING
2265,2265,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF ST. LUKE'S ROOSEVELT HOSPITAL CENTER,NEW YORK,NEW YORK,2007.0,162.0,80.0,87.0,44.0,29.65,21.35,27.366666666666667,4.65,REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES OF CHARLOTTE CHARLOTTE
2266,2266,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP",NEW YORK,NEW YORK,2007.0,604.0,379.0,344.0,212.0,36.9,32.45,23.6,15.192857142857143,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY BASKING RIDGE
2267,2267,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,NEW YORK,NEW YORK,2007.0,723.0,542.0,642.0,399.0,47.45,34.55,24.9,17.56111111111111,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY NEW YORK
2268,2268,EAST COAST FERTILITY,PLAINVIEW,NEW YORK,2007.0,298.0,136.0,132.0,59.0,36.2,37.0,23.7,10.9,EAST COAST FERTILITY PLAINVIEW
2269,2269,LONG ISLAND IVF,PORT JEFFERSON,NEW YORK,2007.0,208.0,153.0,121.0,70.0,40.3,27.549999999999997,18.05,21.25,LONG ISLAND IVF PORT JEFFERSON
2270,2270,STRONG FERTILITY CENTER,ROCHESTER,NEW YORK,2007.0,122.0,56.0,27.0,14.0,35.55,33.5,30.681818181818183,45.83333333333333,STRONG FERTILITY CENTER ROCHESTER
2271,2271,ISLAND REPRODUCTIVE SERVICES,STATEN ISLAND,NEW YORK,2007.0,73.0,31.0,36.0,18.0,40.4,33.95,12.1,0.0,"ISLAND REPRODUCTIVE SERVICES, PC STATEN ISLAND"
2272,2272,CNY FERTILITY CENTER,SYRACUSE,NEW YORK,2007.0,614.0,351.0,283.0,113.0,27.200000000000003,22.0,8.899999999999999,5.45,CNY FERTILITY CENTER SYRACUSE
2273,2273,NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE,CARY,NORTH CAROLINA,2007.0,184.0,89.0,56.0,22.0,15.8,26.6,13.266666666666666,5.882352941176471,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2274,2274,UNIVERSITY OF NORTH CAROLINA A.R.T. CLINIC,CHAPEL HILL,NORTH CAROLINA,2007.0,98.0,56.0,30.0,12.0,33.05,28.181818181818183,20.0,60.0,UNIVERSITY OF NORTH CAROLINA A.R.T. CLINIC CHAPEL HILL
2275,2275,INSTITUTE FOR ASSISTED REPRODUCTION,CHARLOTTE,NORTH CAROLINA,2007.0,429.0,227.0,129.0,47.0,37.5,30.3,33.05,22.766666666666666,INSTITUTE FOR ASSISTED REPRODUCTION CHARLOTTE
2276,2276,"PROGRAM FOR ASSISTED REPRODUCTION, CAROLINAS MEDICAL CENTER",CHARLOTTE,NORTH CAROLINA,2007.0,131.0,63.0,45.0,14.0,34.00263157894737,25.4,19.455555555555556,3.5714285714285716,PROGRAM FOR ASSISTED REPRODUCTION AT ATRIUM HEALTH'S CAROLINAS MEDICAL CENTER CHARLOTTE
2277,2277,DUKE FERTILITY CENTER,DURHAM,NORTH CAROLINA,2007.0,133.0,102.0,52.0,20.0,33.1,29.3,29.166666666666668,18.75,DUKE FERTILITY CENTER DURHAM
2278,2278,EAST CAROLINA UNIVERSITY,GREENVILLE,NORTH CAROLINA,2007.0,46.0,11.0,13.0,4.0,35.53333333333333,25.0,20.0,0.0,EAST CAROLINA UNIVERSITY GREENVILLE
2279,2279,CAROLINA CONCEPTIONS,RALEIGH,NORTH CAROLINA,2007.0,170.0,61.0,44.0,19.0,39.35,18.5,9.3,2.7777777777777777,"CAROLINA CONCEPTIONS, PA RALEIGH"
2280,2280,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE,WINSTON–SALEM,NORTH CAROLINA,2007.0,71.0,45.0,22.0,5.0,47.93333333333334,34.95,26.38888888888889,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2281,2281,MERITCARE REPRODUCTIVE MEDICINE,FARGO,NORTH DAKOTA,2007.0,70.0,30.0,15.0,6.0,27.539473684210527,29.8,21.590909090909093,10.0,MERITCARE REPRODUCTIVE MEDICINE FARGO
2282,2282,REPRODUCTIVE GYNECOLOGY,AKRON,OHIO,2007.0,169.0,62.0,46.0,10.0,35.7,40.5,13.65,31.25,REPRODUCTIVE GYNECOLOGY & INFERTILITY-AKRON AKRON
2283,2283,BETHESDA CENTER FOR REPRODUCTIVE HEALTH & FERTILITY,CINCINNATI,OHIO,2007.0,93.0,52.0,26.0,12.0,32.349999999999994,22.75,17.36111111111111,22.22222222222222,REPRODUCTIVE FERTILITY CENTER IRVINE
2284,2284,CENTER FOR REPRODUCTIVE HEALTH,CINCINNATI,OHIO,2007.0,117.0,43.0,18.0,8.0,30.799999999999997,49.42142857142858,36.66666666666667,14.285714285714286,INSTITUTE FOR REPRODUCTIVE HEALTH CINCINNATI
2285,2285,INSTITUTE FOR REPRODUCTIVE HEALTH,CINCINNATI,OHIO,2007.0,483.0,155.0,92.0,24.0,34.45,26.049999999999997,16.8,2.15,INSTITUTE FOR REPRODUCTIVE HEALTH CINCINNATI
2286,2286,CLEVELAND CLINIC FERTILITY CENTER,CLEVELAND,OHIO,2007.0,403.0,222.0,162.0,65.0,34.55,33.75,23.450000000000003,14.933333333333334,CLEVELAND CLINIC FERTILITY CENTER BEACHWOOD
2287,2287,MACDONALD FERTILITY AND IVF PROGRAM,CLEVELAND,OHIO,2007.0,81.0,52.0,28.0,17.0,34.72631578947369,25.483333333333334,22.5,59.375,MACDONALD FERTILITY AND IVF PROGRAM CLEVELAND
2288,2288,OHIO REPRODUCTIVE MEDICINE,COLUMBUS,OHIO,2007.0,301.0,147.0,90.0,34.0,27.55,24.95,28.427272727272726,21.7,OHIO REPRODUCTIVE MEDICINE COLUMBUS
2289,2289,KETTERING REPRODUCTIVE MEDICINE,KETTERING,OHIO,2007.0,93.0,49.0,20.0,1.0,17.95,17.088461538461537,20.0,0.0,KETTERING REPRODUCTIVE MEDICINE KETTERING
2290,2290,FERTILITY CENTER OF NORTHWESTERN OHIO,TOLEDO,OHIO,2007.0,51.0,31.0,11.0,5.0,39.3,7.15,10.0,12.5,FERTILITY CENTER OF NORTHWESTERN OHIO TOLEDO
2291,2291,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",OKLAHOMA CITY,OKLAHOMA,2007.0,157.0,46.0,27.0,4.0,37.983333333333334,42.266666666666666,9.6,12.5,BENNETT FERTILITY INSTITUTE OKLAHOMA CITY
2292,2292,OU PHYSICIANS OB/GYN ART LABORATORY,OKLAHOMA CITY,OKLAHOMA,2007.0,44.0,19.0,10.0,3.0,46.73571428571429,35.41666666666667,10.0,0.0,OU PHYSICIANS OB/GYN ART LABORATORY OKLAHOMA CITY
2293,2293,TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,TULSA,OKLAHOMA,2007.0,179.0,58.0,47.0,11.0,40.099999999999994,20.075,14.642857142857142,55.0,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC WARREN"
2294,2294,NORTHWEST FERTILITY CENTER,PORTLAND,OREGON,2007.0,39.0,51.0,12.0,6.0,44.35,30.31666666666667,9.090909090909092,0.0,ORM FERTILITY-PORTLAND PORTLAND
2295,2295,PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,PORTLAND,OREGON,2007.0,173.0,100.0,59.0,33.0,57.05,51.75,30.11111111111111,25.35,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2296,2296,UNIVERSITY FERTILITY CONSULTANTS,PORTLAND,OREGON,2007.0,204.0,140.0,93.0,31.0,34.05,26.8,30.950000000000003,23.1,ORM FERTILITY-PORTLAND PORTLAND
2297,2297,ABINGTON IVF AND GENETICS,ABINGTON,PENNSYLVANIA,2007.0,187.0,100.0,73.0,25.0,39.15,24.41470588235294,19.71111111111111,4.35,ABINGTON IVF AND GENETICS ABINGTON
2298,2298,"INFERTILITY SOLUTIONS, PC",ALLENTOWN,PENNSYLVANIA,2007.0,47.0,26.0,11.0,3.0,46.983333333333334,14.6,0.0,0.0,"INFERTILITY SOLUTIONS, PC ALLENTOWN"
2299,2299,LEHIGH VALLEY PHYSICIANS GROUP,ALLENTOWN,PENNSYLVANIA,2007.0,47.0,27.0,19.0,13.0,12.5,23.35,5.555555555555555,25.0,LEHIGH VALLEY PHYSICIANS GROUP ALLENTOWN
2300,2300,FAMILY FERTILITY CENTER,BETHLEHEM,PENNSYLVANIA,2007.0,43.0,21.0,20.0,11.0,28.95,11.9,65.78947368421052,4.545454545454546,FAMILY FERTILITY CENTER BETHLEHEM
2301,2301,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,BRYN MAWR,PENNSYLVANIA,2007.0,228.0,170.0,153.0,53.0,37.15,28.85,21.1,21.70714285714286,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE BRYN MAWR
2302,2302,GEISINGER MEDICAL CENTER FERTILITY PROGRAM,DANVILLE,PENNSYLVANIA,2007.0,45.0,20.0,12.0,3.0,22.85,29.76190476190476,45.0,0.0,GEISINGER MEDICAL CENTER FERTILITY PROGRAM DANVILLE
2303,2303,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,HERSHEY,PENNSYLVANIA,2007.0,44.0,31.0,8.0,5.0,25.084615384615383,28.636363636363637,35.714285714285715,0.0,PENN STATE MILTON S. HERSHEY MEDICAL CENTER HERSHEY
2304,2304,"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, PC",MEADOWBROOK,PENNSYLVANIA,2007.0,130.0,40.0,42.0,13.0,29.45,17.742857142857144,24.05,23.61111111111111,"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, PC MEADOWBROOK"
2305,2305,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PENNSYLVANIA,2007.0,187.0,97.0,108.0,35.0,29.299999999999997,21.15,36.86666666666667,15.75,UNIVERSITY OF PENNSYLVANIA PHILADELPHIA
2306,2306,JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM,PITTSBURGH,PENNSYLVANIA,2007.0,68.0,44.0,22.0,9.0,31.186363636363637,30.772222222222222,10.0,0.0,JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM PITTSBURGH
2307,2307,"REPRODUCTIVE HEALTH SPECIALISTS, INC.",PITTSBURGH,PENNSYLVANIA,2007.0,96.0,64.0,56.0,17.0,34.63333333333333,35.18181818181819,17.7,6.25,REPRODUCTIVE HEALTH SPECIALISTS ELKHORN
2308,2308,UNIVERSITY OF PITTSBURGH PHYSICIANS,PITTSBURGH,PENNSYLVANIA,2007.0,161.0,106.0,77.0,37.0,26.55,22.25,12.8,0.0,UNIVERSITY OF PITTSBURGH PHYSICIANS PITTSBURGH
2309,2309,REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,UPLAND,PENNSYLVANIA,2007.0,73.0,16.0,15.0,10.0,31.75,32.142857142857146,19.23076923076923,5.0,REPRODUCTIVE FERTILITY CENTER IRVINE
2310,2310,REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,WAYNE,PENNSYLVANIA,2007.0,113.0,58.0,44.0,10.0,42.7,27.56666666666667,47.5,5.555555555555555,REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA WAYNE
2311,2311,"PEDRO J. BEAUCHAMP, MD",BAYAMON,PUERTO RICO,2007.0,46.0,29.0,36.0,15.0,44.3,19.65,13.9,10.714285714285714,"PEDRO J. BEAUCHAMP, MD BAYAMON"
2312,2312,WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY,PROVIDENCE,RHODE ISLAND,2007.0,289.0,151.0,123.0,61.0,34.349999999999994,19.66315789473684,22.35,15.7,WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY PROVIDENCE
2313,2313,"PIEDMONT REPRODUCTIVE ENDOCRINOLOGY GROUP, PA",GREENVILLE,SOUTH CAROLINA,2007.0,66.0,12.0,15.0,7.0,39.086363636363636,11.11111111111111,41.66666666666667,0.0,"PIEDMONT REPRODUCTIVE ENDOCRINOLOGY GROUP, PA GREENVILLE"
2314,2314,"UNIVERSITY MEDICAL GROUP, DEPARTMENT OF OBSTETRICS AND GYNECOLOGY",GREENVILLE,SOUTH CAROLINA,2007.0,56.0,30.0,13.0,7.0,41.330769230769235,67.25,16.666666666666668,8.333333333333334,"UNIVERSITY MEDICAL GROUP, DEPARTMENT OF OBSTETRICS AND GYNECOLOGY GREENVILLE"
2315,2315,"SOUTHEASTERN FERTILITY CENTER, PA",MOUNT PLEASANT,SOUTH CAROLINA,2007.0,199.0,94.0,53.0,13.0,46.5,41.72941176470589,25.473529411764705,34.09090909090909,"SOUTHEASTERN FERTILITY CENTER, PA MOUNT PLEASANT"
2316,2316,ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY,WEST COLUMBIA,SOUTH CAROLINA,2007.0,96.0,34.0,29.0,5.0,26.875,35.85,64.3,0.0,ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY WEST COLUMBIA
2317,2317,"SIOUX VALLEY CLINIC OB-GYN, LTD.",SIOUX FALLS,SOUTH DAKOTA,2007.0,123.0,23.0,12.0,3.0,36.75,22.22222222222222,13.636363636363637,0.0,"SIOUX VALLEY CLINIC OB-GYN, LTD. SIOUX FALLS"
2318,2318,"FERTILITY CENTER, LLC",CHATTANOOGA,TENNESSEE,2007.0,100.0,31.0,33.0,3.0,35.85,25.681818181818183,31.9,16.666666666666668,"FERTILITY CENTER, LLC CHATTANOOGA"
2319,2319,CENTER FOR APPLIED REPRODUCTIVE SCIENCE,JOHNSON CITY,TENNESSEE,2007.0,121.0,55.0,37.0,8.0,23.79285714285714,54.464285714285715,2.95,6.25,CENTER FOR APPLIED REPRODUCTIVE SCIENCE JOHNSON CITY
2320,2320,"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, PLLC",MEMPHIS,TENNESSEE,2007.0,139.0,44.0,24.0,17.0,48.6,50.38333333333334,28.56666666666667,2.9411764705882355,"KUTTEH KE FERTILITY ASSOCIATES OF MEMPHIS, PLLC MEMPHIS"
2321,2321,THE CENTER FOR REPRODUCTIVE HEALTH,NASHVILLE,TENNESSEE,2007.0,34.0,12.0,4.0,0.0,9.7,10.0,0.0,0.0,THE CENTER FOR REPRODUCTIVE HEALTH NASHVILLE
2322,2322,NASHVILLE FERTILITY CENTER,NASHVILLE,TENNESSEE,2007.0,214.0,105.0,71.0,21.0,45.150000000000006,28.549999999999997,18.49473684210526,26.25,NASHVILLE FERTILITY CENTER NASHVILLE
2323,2323,TEXAS FERTILITY CENTER,AUSTIN,TEXAS,2007.0,264.0,142.0,131.0,52.0,38.55,35.599999999999994,19.8,14.25,TEXAS FERTILITY CENTER AUSTIN
2324,2324,CENTER FOR ASSISTED REPRODUCTION,BEDFORD,TEXAS,2007.0,249.0,117.0,60.0,26.0,40.55,36.25,30.7,21.52777777777778,PROGRAM FOR ASSISTED REPRODUCTION AT ATRIUM HEALTH'S CAROLINAS MEDICAL CENTER CHARLOTTE
2325,2325,DALLAS-FORT WORTH FERTILITY ASSOCIATES,DALLAS,TEXAS,2007.0,259.0,146.0,95.0,50.0,58.4,46.15,40.5,5.1,DALLAS-FORT WORTH FERTILITY ASSOCIATES DALLAS
2326,2326,"FERTILITY SPECIALISTS OF DALLAS, PA",DALLAS,TEXAS,2007.0,61.0,35.0,16.0,3.0,37.43571428571428,20.0,28.205128205128204,16.666666666666668,"FERTILITY SPECIALISTS OF DALLAS, PA DALLAS"
2327,2327,REPROMED FERTILITY CENTER,DALLAS,TEXAS,2007.0,42.0,9.0,5.0,0.0,40.78181818181818,18.75,0.0,0.0,FERTILITY CENTER OF DALLAS DALLAS
2328,2328,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE–DALLAS,DALLAS,TEXAS,2007.0,99.0,39.0,42.0,20.0,22.97142857142857,38.65,4.15,2.5,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-ST. LOUIS ST. LOUIS
2329,2329,TEXAS CENTER FOR REPRODUCTIVE HEALTH,DALLAS,TEXAS,2007.0,62.0,31.0,18.0,8.0,53.05,34.86666666666667,26.666666666666668,0.0,TEXAS CENTER FOR REPRODUCTIVE HEALTH DALLAS
2330,2330,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",EL PASO,TEXAS,2007.0,57.0,26.0,19.0,10.0,48.70263157894737,59.02777777777778,8.333333333333334,43.75,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA EL PASO"
2331,2331,CENTER FOR WOMEN'S MEDICINE,HOUSTON,TEXAS,2007.0,77.0,31.0,28.0,10.0,35.6,40.17857142857143,49.333333333333336,5.0,CENTER FOR WOMEN'S MEDICINE HOUSTON
2332,2332,FERTILITY SPECIALISTS OF HOUSTON,HOUSTON,TEXAS,2007.0,405.0,200.0,179.0,60.0,32.0,21.2,17.1,15.011111111111111,FERTILITY SPECIALISTS OF HOUSTON HOUSTON
2333,2333,HOUSTON INFERTILITY CLINIC,HOUSTON,TEXAS,2007.0,64.0,22.0,24.0,5.0,33.714285714285715,45.0,16.666666666666668,16.666666666666668,HOUSTON INFERTILITY CLINIC HOUSTON
2334,2334,HOUSTON IVF,HOUSTON,TEXAS,2007.0,139.0,80.0,60.0,20.0,55.371428571428574,55.92777777777778,61.707142857142856,2.6315789473684212,HOUSTON IVF DBA HOUSTON
2335,2335,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",HOUSTON,TEXAS,2007.0,48.0,15.0,12.0,5.0,73.25,8.333333333333334,45.0,0.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2336,2336,ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,IRVING,TEXAS,2007.0,184.0,63.0,31.0,9.0,37.55,34.75,12.355555555555554,11.11111111111111,REPRODUCTIVE CARE CENTER SANDY
2337,2337,WILFORD HALL MEDICAL CENTER,LACKLAND AFB,TEXAS,2007.0,77.0,43.0,29.0,0.0,27.9,17.45,15.5,0.0,WILFORD HALL MEDICAL CENTER LACKLAND AFB
2338,2338,THE CENTRE FOR REPRODUCTIVE MEDICINE,LUBBOCK,TEXAS,2007.0,68.0,24.0,10.0,7.0,41.7,26.2,61.111111111111114,8.333333333333334,THE CENTRE FOR REPRODUCTIVE MEDICINE LUBBOCK
2339,2339,REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,MCALLEN,TEXAS,2007.0,43.0,23.0,8.0,3.0,49.3,59.5,64.28571428571429,0.0,REPRODUCTIVE INSTITUTE OF SOUTH TEXAS MCALLEN
2340,2340,DALLAS IVF,PLANO,TEXAS,2007.0,132.0,61.0,42.0,15.0,53.25,48.92777777777778,47.121428571428574,64.28571428571429,IVF PLANO PLANO
2341,2341,PRESBYTERIAN HOSPITAL PLANO ARTS,PLANO,TEXAS,2007.0,218.0,100.0,88.0,21.0,53.8,34.939473684210526,32.41666666666667,8.333333333333334,PRESBYTERIAN HOSPITAL ARTS PLANO
2342,2342,FERTILITY CENTER OF SAN ANTONIO,SAN ANTONIO,TEXAS,2007.0,204.0,139.0,88.0,21.0,47.15,38.8,19.950000000000003,15.441176470588236,FERTILITY CENTER OF SAN ANTONIO SAN ANTONIO
2343,2343,SOUTH TEXAS FERTILITY CENTER,SAN ANTONIO,TEXAS,2007.0,59.0,22.0,19.0,11.0,27.233333333333334,19.791666666666668,15.476190476190478,6.25,FERTILITY CENTER OF SAN ANTONIO SAN ANTONIO
2344,2344,HOUSTON FERTILITY INSTITUTE,TOMBALL,TEXAS,2007.0,226.0,79.0,48.0,15.0,33.2,43.93181818181819,26.25,4.166666666666667,HOUSTON FERTILITY INSTITUTE HOUSTON
2345,2345,CENTER OF REPRODUCTIVE MEDICINE (CORM),WEBSTER,TEXAS,2007.0,135.0,42.0,40.0,4.0,30.7,30.884615384615387,23.6,66.66666666666667,CENTER OF REPRODUCTIVE MEDICINE (CORM) WEBSTER
2346,2346,REPRODUCTIVE CARE CENTER,SALT LAKE CITY,UTAH,2007.0,219.0,50.0,28.0,10.0,43.7,33.05,32.45614035087719,7.142857142857143,UTAH CENTER FOR REPRODUCTIVE MEDICINE SALT LAKE CITY
2347,2347,UTAH CENTER FOR REPRODUCTIVE MEDICINE,SALT LAKE CITY,UTAH,2007.0,284.0,103.0,59.0,25.0,37.9,40.5,28.977272727272727,21.92982456140351,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2348,2348,VERMONT CENTER FOR REPRODUCTIVE MEDICINE,BURLINGTON,VERMONT,2007.0,48.0,29.0,24.0,10.0,18.9,13.05,14.3,10.0,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2349,2349,WASHINGTON FERTILITY CENTER,ANNANDALE,VIRGINIA,2007.0,62.0,36.0,17.0,4.0,13.65,11.75,6.25,12.5,WASHINGTON FERTILITY CENTER ANNANDALE
2350,2350,DOMINION FERTILITY AND ENDOCRINOLOGY,ARLINGTON,VIRGINIA,2007.0,159.0,84.0,62.0,10.0,46.900000000000006,28.8,31.82857142857143,23.80952380952381,DOMINION FERTILITY AND ENDOCRINOLOGY ARLINGTON
2351,2351,"REPRODUCTIVE MEDICINE AND SURGERY CENTER OF VIRGINIA, PLC",CHARLOTTESVILLE,VIRGINIA,2007.0,98.0,41.0,23.0,9.0,25.190909090909095,30.85,10.85,0.0,"REPRODUCTIVE MEDICINE AND SURGERY CENTER OF VIRGINIA, PLC CHARLOTTESVILLE"
2352,2352,GENETICS & IVF INSTITUTE,FAIRFAX,VIRGINIA,2007.0,154.0,113.0,119.0,38.0,24.5,26.3,11.846153846153847,3.15,GENETICS & IVF INSTITUTE FAIRFAX
2353,2353,THE MUASHER CENTER FOR FERTILITY AND IVF,FAIRFAX,VIRGINIA,2007.0,57.0,32.0,28.0,12.0,29.616666666666667,39.3,10.7,63.63636363636364,THE MUASHER CENTER FOR FERTILITY AND IVF FAIRFAX
2354,2354,JONES INSTITUTE FOR REPRODUCTIVE MEDICINE,NORFOLK,VIRGINIA,2007.0,170.0,76.0,48.0,16.0,30.55,31.31666666666667,23.45,3.3333333333333335,JONES INSTITUTE FOR REPRODUCTIVE MEDICINE NORFOLK
2355,2355,VIRGINIA CENTER FOR REPRODUCTIVE MEDICINE,RESTON,VIRGINIA,2007.0,34.0,26.0,17.0,9.0,26.45,26.9,28.125,6.25,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2356,2356,FERTILITY INSTITUTE OF VIRGINIA,RICHMOND,VIRGINIA,2007.0,107.0,88.0,61.0,19.0,46.05,28.75,27.205882352941174,3.125,FERTILITY INSTITUTE OF VIRGINIA RICHMOND
2357,2357,LIFESOURCE FERTILITY CENTER,RICHMOND,VIRGINIA,2007.0,53.0,28.0,23.0,6.0,46.3,29.824561403508774,22.5,0.0,LIFESOURCE FERTILITY CENTER RICHMOND
2358,2358,THE RICHMOND CENTER FOR FERTILITY AND ENDOCRINOLOGY,RICHMOND,VIRGINIA,2007.0,69.0,30.0,29.0,10.0,49.95,37.5,35.0,0.0,THE RICHMOND CENTER FOR FERTILITY AND ENDOCRINOLOGY RICHMOND
2359,2359,"OVERLAKE REPRODUCTIVE HEALTH INC., PS",BELLEVUE,WASHINGTON,2007.0,63.0,23.0,31.0,9.0,42.4,36.66666666666667,23.45,5.555555555555555,"OVERLAKE REPRODUCTIVE HEALTH, INC., PS BELLEVUE"
2360,2360,WASHINGTON CENTER FOR REPRODUCTIVE MEDICINE,BELLEVUE,WASHINGTON,2007.0,54.0,23.0,18.0,8.0,41.60714285714286,30.88235294117647,23.333333333333336,12.5,CENTER FOR REPRODUCTIVE MEDICINE MOBILE
2361,2361,NORTHWEST CENTER FOR REPRODUCTIVE SCIENCES,KIRKLAND,WASHINGTON,2007.0,127.0,46.0,39.0,18.0,52.7,33.15,23.25,2.7777777777777777,NORTHWEST CENTER FOR REPRODUCTIVE SCIENCES KIRKLAND
2362,2362,PACIFIC NORTHWEST FERTILITY AND IVF SPECIALISTS,SEATTLE,WASHINGTON,2007.0,189.0,114.0,93.0,41.0,38.35,46.349999999999994,23.95,34.471428571428575,PACIFIC NORTHWEST FERTILITY AND IVF SPECIALISTS SEATTLE
2363,2363,SEATTLE REPRODUCTIVE MEDICINE,SEATTLE,WASHINGTON,2007.0,312.0,224.0,178.0,66.0,38.35,37.55,24.3,23.05,SEATTLE REPRODUCTIVE MEDICINE SEATTLE
