,Unnamed: 0,Reviews_by_sentence,Clinic,Ratings,clean_answers,Topics
3452,3453, No case is alike,Weill Cornell Medicine - Center for Reproductive Medicine,5,no case alike,Advice
3453,3454,Went here because they are rated one of the best in the country,Weill Cornell Medicine - Center for Reproductive Medicine,5,go rate one best country,Clinic
3454,3455, However had one of the worst experiences,Weill Cornell Medicine - Center for Reproductive Medicine,5,however one worst experience,Doctor
3455,3456, NPs or PAs  will do your iuis ,Weill Cornell Medicine - Center for Reproductive Medicine,5,np pas iuis,Advice
3456,3457, Not a doctor 2,Weill Cornell Medicine - Center for Reproductive Medicine,5,not doctor 2,Advice
3457,3458, They will NOT help you out at all with insurance,Weill Cornell Medicine - Center for Reproductive Medicine,5,not help insurance,Cost
3458,3459, I paid out of pocket for many meds that were actually covered,Weill Cornell Medicine - Center for Reproductive Medicine,5,pay pocket many med actually cover,Cost
3459,3460, Not until I switched to RMA and a coordinator sat with me and I found out I just had to do mail away3,Weill Cornell Medicine - Center for Reproductive Medicine,5,not switch rma coordinator sat found mail away3,Clinic
3460,3461, Billing is beyond a nightmare ,Weill Cornell Medicine - Center for Reproductive Medicine,5,billing beyond nightmare,Cost
3461,3462," Like other reviews I was referred to a collection agency because i had not paid a bill I had literally called 6 times about! They billed me for an out of doctor and no one could give me an answer just ""we are not sure where the mistake occurred"" they said they would investigate and call me back but never did! I'm still getting new bills from August and it is now mid May ",Weill Cornell Medicine - Center for Reproductive Medicine,5,like review refer collection agency not pay bill literally call 6 times bill doctor no one could give answer not sure mistake occur say would investigate call back never ' still getting new bill august mid may,Clinic
3462,3463, Only one star for dr ,Weill Cornell Medicine - Center for Reproductive Medicine,5,one star dr,Cost
3463,3464," He was good, but definitely didn't remember me ",Weill Cornell Medicine - Center for Reproductive Medicine,5,good definitely not remember,Protocols
3464,3465, Way too many patients Go to RMANY I switched and couldn't be happier ,Weill Cornell Medicine - Center for Reproductive Medicine,5,way many patient go rmany switch could not happy,Advice
3465,3466, So transparent about billing and potential costs ,Weill Cornell Medicine - Center for Reproductive Medicine,5,transparent billing potential costs,Cost
3466,3467," Call in all meds at start of cycle and my Ivf coordinator, the billing department AND doctor responded to all my questions via email or phone within hours! Way less stressful, which is what you need during this very difficult process!",Weill Cornell Medicine - Center for Reproductive Medicine,5,call med start cycle ivf coordinator billing department doctor respond question via email phone within hours way le stressful need difficult process,Nurse
3467,3468,A waste of time and money on all fronts!- Always long lines,Weill Cornell Medicine - Center for Reproductive Medicine,5,waste time money front !- always long line,Clinic
3468,3469,"-You can't reach your doctor by phone; you can only leave a message to an assistant and, if you called early morning and if you are lucky enough, you may receive a call back from a nurse or an assistant the same day but never from a doctor",Weill Cornell Medicine - Center for Reproductive Medicine,5,cannot reach doctor phone ; leave message assistant call early morning lucky enough may receive call back nurse assistant day never doctor,Clinic
3469,3470,"- You can't reach your doctor even if you have an emergency- My insurance covers lab tests, but their blood tests were not covered because they don't send your tests to a lab - they do them in-house! Nobody ever explained me that",Weill Cornell Medicine - Center for Reproductive Medicine,5,cannot reach doctor even emergency insurance cover lab test blood test not cover not send test lab house nobody ever explain,Clinic
3470,3471," I had about 10 tests within a month and, eventually had to pay $300 our of my pocket (while it would have been free at many other places)- Two times they made a mistake in taking the right blood test",Weill Cornell Medicine - Center for Reproductive Medicine,5,10 test within month eventually pay $ 300 pocket would free many place )- two times make mistake taking right blood test,Clinic
3471,3472," They took it once, and then a  few minutes later (while I was still there waiting for the u/s), said they had to take more blood",Weill Cornell Medicine - Center for Reproductive Medicine,5,"take minutes later still waiting u ), say take blood",Clinic
3472,3473,"- You can't set up an appointment digitally, you can't communicate via email and you can't receive your medical results online",Weill Cornell Medicine - Center for Reproductive Medicine,5,cannot set appointment digitally cannot communicate via email cannot receive medical result online,Advice
3473,3474, They do not use Weil Connect (the rest of the Medical center does)- It's been a month since I'm waiting for my medical records,Weill Cornell Medicine - Center for Reproductive Medicine,5,not use weil connect rest medical center )- month since ' waiting medical record,Clinic
3474,3475," First, my primary care doctor sent a request (mid-June), then I did it on 7/15",Weill Cornell Medicine - Center for Reproductive Medicine,5,"first primary care doctor sent request mid june ), 7 15",Clinic
3475,3476, Twice they told me that a person responsible for my request was not in the office and asked to call back the next day,Weill Cornell Medicine - Center for Reproductive Medicine,5,twice tell person responsible request not office ask call back next day,Clinic
3476,3477, Now they are saying they are waiting for a doctor's signature to release the records,Weill Cornell Medicine - Center for Reproductive Medicine,5,saying waiting doctor ' signature release record,Clinic
3477,3478," In the meantime, my other treatments are postponed because I can't bring the medical records",Weill Cornell Medicine - Center for Reproductive Medicine,5,meantime treatment postpone cannot bring medical record,Advice
3478,3479,"The whole experience with Weil Cornell was terrible , unfortunately",Weill Cornell Medicine - Center for Reproductive Medicine,5,whole experience weil cornell terrible unfortunately,Doctor
3479,3480, They have a poor customer service and they don't care about their patients at all,Weill Cornell Medicine - Center for Reproductive Medicine,5,poor customer service not care patient,Clinic
3480,3481,I had the same experience as the other reviewers,Weill Cornell Medicine - Center for Reproductive Medicine,5,experience reviewer,Clinic
3481,3482, I have given up on this place and am now looking for a different doctor,Weill Cornell Medicine - Center for Reproductive Medicine,5,given place looking different doctor,Clinic
3482,3483," I really like the doctors (hence 2 stars), but dealing with their incompetent administrative assistants is a grueling experience and causes all sorts of problems in actually getting treated",Weill Cornell Medicine - Center for Reproductive Medicine,5,"really like doctor hence 2 star ), dealing incompetent administrative assistant grueling experience cause sort problem actually getting treat",Clinic
3483,3484, No one would call me with the results of procedures and next steps,Weill Cornell Medicine - Center for Reproductive Medicine,5,no one would call result procedure next steps,Clinic
3484,3485, I would call and leave messages and then maybe a day or two later they would call me back,Weill Cornell Medicine - Center for Reproductive Medicine,5,would call leave message maybe day two later would call back,Clinic
3485,3486," If I missed the call, forget it",Weill Cornell Medicine - Center for Reproductive Medicine,5,miss call forget,Advice
3486,3487," Even if I called straight back 1min later, I wouldn't be able to reach anyone for another couple of days",Weill Cornell Medicine - Center for Reproductive Medicine,5,even call straight back 1min later would not able reach anyone another couple days,Protocols
3487,3488, One week I called 15 times and received little response,Weill Cornell Medicine - Center for Reproductive Medicine,5,one week call 15 times receive little response,Nurse
3488,3489," You can only call between 9 and mid-afternoon for the assistants, otherwise it goes to the on-call answering service",Weill Cornell Medicine - Center for Reproductive Medicine,5,call 9 mid afternoon assistant otherwise go call answer service,Clinic
3489,3490," For those of us with demanding jobs, not fun at all",Weill Cornell Medicine - Center for Reproductive Medicine,5,us demand job not fun,Nurse
3490,3491,"There is clearly a big miscommunication among the staff, nurses and doctors",Weill Cornell Medicine - Center for Reproductive Medicine,5,clearly big miscommunication among staff nurse doctor,Clinic
3491,3492," They made a mistake twice on ordering the incorrect quantity of medicines, which were cover by my insurances",Weill Cornell Medicine - Center for Reproductive Medicine,5,make mistake twice ordering incorrect quantity medicine cover insurance,Cost
3492,3493," Because of their mistake, i had to pay an extra 500 usd at the pharmacy  for medicines that will have cost me 50 usd if ordered properly",Weill Cornell Medicine - Center for Reproductive Medicine,5,mistake pay extra 500 usd pharmacy medicine cost 50 usd order properly,Cost
3493,3494, I personally will choose a more profesional and experienced place as people in cornell just dont really care about personal situation,Weill Cornell Medicine - Center for Reproductive Medicine,5,personally choose profesional experience place people cornell dont really care personal situation,Clinic
3494,3495," Also you do feel like a big factory, nurses are ok, assistant nurses doing the daily blood IV seems to hate their job and looked in a bad mood all the times",Weill Cornell Medicine - Center for Reproductive Medicine,5,also feel like big factory nurse ok assistant nurse daily blood iv seem hate job look bad mood times,Clinic
3495,3496," Doctors are so rush, hey have basically 3 minututes to measure your follicules and just want to have this quickly done and go to the next patient without explaining if they have the time",Weill Cornell Medicine - Center for Reproductive Medicine,5,doctor rush hey basically 3 minututes measure follicules want quickly do go next patient without explain time,Advice
3496,3497," Overall, the place need a much better training among their staffs",Weill Cornell Medicine - Center for Reproductive Medicine,5,overall place need much better training among staff,Clinic
3497,3498, Reception at persons were clearly the worse ( one named Rose was extremely rude),Weill Cornell Medicine - Center for Reproductive Medicine,5,reception person clearly worse one name rose extremely rude,Clinic
3498,3499,Please avoid,Weill Cornell Medicine - Center for Reproductive Medicine,5,please avoid,Advice
3499,3500,"Just a place that makes a lot of mistakes that will cost you money and time, which sometimes the infertility patients font have much left",Weill Cornell Medicine - Center for Reproductive Medicine,5,place make lot mistake cost money time sometimes infertility patient font much left,Clinic
3500,3501,"They are good only for research, not to treat a real time patient, plus you will never get A doctor, instead will be seen by everybody, which will",Weill Cornell Medicine - Center for Reproductive Medicine,5,good research not treat real time patient plus never get doctor instead see everybody,Clinic
3501,3502,"They seem highly competent, but their practice epitomizes everything wrong with American medicine",Weill Cornell Medicine - Center for Reproductive Medicine,5,seem highly competent practice epitomize everything wrong american medicine,Clinic
3502,3503,  I'll only give 4 low-points,Weill Cornell Medicine - Center for Reproductive Medicine,5,' give 4 low point,Protocols
3503,3504,"  My insurance covers the doctor's services, but not the Center for Reproductive Medicine",Weill Cornell Medicine - Center for Reproductive Medicine,5,insurance cover doctor ' services not center reproductive medicine,Cost
3504,3505,  No one could tell me what the implications were,Weill Cornell Medicine - Center for Reproductive Medicine,5,no one could tell implication,Clinic
3505,3506,"  My appointment was at 9:30 am, so first thing in the morning, but I sat in the waiting room until 10:30 am",Weill Cornell Medicine - Center for Reproductive Medicine,5,appointment 9 : 30 first thing morning sat waiting room 10 : 30,Clinic
3506,3507,"  When they finally called me, they gave no apology or explanation",Weill Cornell Medicine - Center for Reproductive Medicine,5,finally call give no apology explanation,Clinic
3507,3508,"  At the end of the appointment, the computer screen next to the examining table showed a list of 10 patients and their birth dates",Weill Cornell Medicine - Center for Reproductive Medicine,5,end appointment computer screen next examine table show list 10 patient birth date,Advice
3508,3509,"  That's a HIPAA violation, I'm fairly certain",Weill Cornell Medicine - Center for Reproductive Medicine,5,hipaa violation ' fairly certain,Advice
3509,3510,"  Everything in the middle showed that same low level of consideration, coming down to them asking me to take off my pants and cover myself with a flimsy paper sheet before taking my blood",Weill Cornell Medicine - Center for Reproductive Medicine,5,everything middle show low level consideration coming asking take pants cover flimsy paper sheet taking blood,Protocols
3510,3511,"  By contrast, I went to Johns Hopkins reproductive endrocrinology for several months, never had to wait an hour for an appointment, never had other patients' birthdates revealed to me, had my blood taken when fully dressed, and billing was extremely clear",Weill Cornell Medicine - Center for Reproductive Medicine,5,contrast go johns hopkins reproductive endrocrinology several month never wait hour appointment never patient ' birthdates reveal blood take fully dress billing extremely clear,Doctor
3511,3512,"The place is a ""hit or miss"" but sooner or later the anguish is so real",Weill Cornell Medicine - Center for Reproductive Medicine,5,place hit miss sooner later anguish real,Advice
3512,3513," As stated before, you won't see your Dr as much as you hope; so the nurse attending you can make this a good or terrible experience",Weill Cornell Medicine - Center for Reproductive Medicine,5,state not see dr much hope ; nurse attending make good terrible experience,Advice
3513,3514, Our nurse (Jackie) was fantastic,Weill Cornell Medicine - Center for Reproductive Medicine,5,nurse jackie fantastic,Nurse
3514,3515," We had two IVFs, the first paid by the insurance while the second was paid by us (with some stuff paid by insurance)",Weill Cornell Medicine - Center for Reproductive Medicine,5,two ivfs first pay insurance second pay us stuff pay insurance,Cost
3515,3516," In the second one, once we were done and pregnant",Weill Cornell Medicine - Center for Reproductive Medicine,5,second one do pregnant,Protocols
3516,3517, the anguish started,Weill Cornell Medicine - Center for Reproductive Medicine,5,anguish start,Protocols
3517,3518, Their billing department is THE WORST; an incompetent money machine who will charge you several times for the same procedures/visits then mixing and matching dates and creating more stress than even the actual procedures,Weill Cornell Medicine - Center for Reproductive Medicine,5,billing department worst ; incompetent money machine charge several times procedure visit mixing match date create stress even actual procedure,Clinic
3518,3519,"  Invoices mixing dates, then cancelled, then active again and the treat to send you to collection even discussing the same date the invoices are processed",Weill Cornell Medicine - Center for Reproductive Medicine,5,invoice mixing date cancel active treat send collection even discuss date invoice process,Advice
3519,3520," After 3 months fights, we finally correct all with the ""representative"", now at the 4th month, they sent us another bill",Weill Cornell Medicine - Center for Reproductive Medicine,5,"3 month fight finally correct representative "", 4th month sent us another bill",Protocols
3520,3521, We will never use Cornell for anything else in our life,Weill Cornell Medicine - Center for Reproductive Medicine,5,never use cornell anything else life,Advice
3521,3522,Money hungry doctors! Enough said,Weill Cornell Medicine - Center for Reproductive Medicine,1,money hungry doctor enough say,Advice
3522,3523, They do have state of the art facility and all ultrasounds are done by doctors,Weill Cornell Medicine - Center for Reproductive Medicine,1,state art facility ultrasound do doctor,Clinic
3523,3524, I went to see doctor Glenn Schattman after unsuccessful IVF with other clinic,Weill Cornell Medicine - Center for Reproductive Medicine,1,go see doctor glenn schattman unsuccessful ivf clinic,Advice
3524,3525," Boy, I did my research and thought they are the best",Weill Cornell Medicine - Center for Reproductive Medicine,1,boy research thought best,Protocols
3525,3526, He did analysis of my blood work and fallopian tubes confirming I am healthy 35 year old women,Weill Cornell Medicine - Center for Reproductive Medicine,1,analysis blood work fallopian tube confirm healthy 35 year old woman,Protocols
3526,3527," However, he called me later and still suggested I do IVF! Why? I listen and went ahead spending thousands of dollars on medicines",Weill Cornell Medicine - Center for Reproductive Medicine,1,however call later still suggest ivf listen go ahead spending thousand dollar medicine,Protocols
3527,3528," They retrieved 9 eggs and he suggested we put 3, but none of those took",Weill Cornell Medicine - Center for Reproductive Medicine,1,retrieve 9 eggs suggest put 3 none take,Protocols
3528,3529," Later, he said that I have low ovarian reserve and on the second attempt, he wants to put 4 eggs! I can't even imagine how dangerous it probably would have been if all would took",Weill Cornell Medicine - Center for Reproductive Medicine,1,later say low ovarian reserve second attempt want put 4 eggs cannot even imagine dangerous probably would would take,Protocols
3529,3530, He also said that we probably need to go ahead with donor eggs,Weill Cornell Medicine - Center for Reproductive Medicine,1,also say probably need go ahead donor eggs,Protocols
3530,3531, My husband is 28 and we are both healthy,Weill Cornell Medicine - Center for Reproductive Medicine,1,husband 28 healthy,Protocols
3531,3532, Don't waste your time like me,Weill Cornell Medicine - Center for Reproductive Medicine,1,not waste time like,Advice
3532,3533," I went ahead to other doctors in NYC like Sher Fertility, but friend recommended New Hope fertility clinic and I was successful on the 1st try!",Weill Cornell Medicine - Center for Reproductive Medicine,1,go ahead doctor nyc like sher fertility friend recommend new hope fertility clinic successful 1st try,Doctor
3533,3534,"Cornell Center for Reproductive Medicine are stuck in the 1980s' mentality when according to them single women were mostly poor, drug addicts, or out of their mind",Weill Cornell Medicine - Center for Reproductive Medicine,5,cornell center reproductive medicine stick 1980s ' mentality accord single woman mostly poor drug addict mind,Clinic
3534,3535,"  Fast forward to 2013: even though you are required to designate your marital status on the intake form, the doctor still asks you if you are in a ""long-term relationship"" or ""relationship",Weill Cornell Medicine - Center for Reproductive Medicine,5,fast forward 2013 : even though require designate marital status intake form doctor still ask long term relationship relationship,Advice
3535,3536,"""  If you answer ""no,"" you are required to see a staff psychiatrist/psychologist at your own expense before proceeding with any type of attempts to get pregnant at Cornell",Weill Cornell Medicine - Center for Reproductive Medicine,5,"answer no ,"" require see staff psychiatrist psychologist expense proceeding type attempt get pregnant cornell",Advice
3536,3537,  Why?  Because they cannot imagine how any single woman in her right mind would willingly attempt to conceive a child while she was single,Weill Cornell Medicine - Center for Reproductive Medicine,5,cannot imagine single woman right mind would willingly attempt conceive child single,Protocols
3537,3538,"  Of course when you meet with the psychiatrist/psychologist she pretends that's not the reason, and to ""reassure"" you states that she is not there to determine if you will be a good parent, but rather, to veto your attempt to conceive at Cornell only if she learns you are a drug addict or of similar bad moral character",Weill Cornell Medicine - Center for Reproductive Medicine,5,course meet psychiatrist psychologist pretend not reason reassure state not determine good parent rather veto attempt conceive cornell learn drug addict similar bad moral character,Advice
3538,3539,"  So single women beware: Cornell Reproductive Medicine thinks that if you are single, you are more likely to be (1) a drug addict; (2) of low moral character; (3) indigent; and/or (4) psychologically unbalanced due to the mere fact that you seek to do the most natural thing in the world - conceive your own biological child without being married or in a relationship at that moment in time",Weill Cornell Medicine - Center for Reproductive Medicine,5,single woman beware : cornell reproductive medicine think single likely 1 drug addict ; 2 low moral character ; 3 indigent ; 4 psychologically unbalance due mere fact seek natural thing world conceive biological child without married relationship moment time,Advice
3539,3540,"  In addition, all forms you fill out next to your name list ""male partner"" or ""partner"", including legal forms that require you to decide what to do with your sperm vials if you die - the choices are to give them to your spouse / partner or medical research",Weill Cornell Medicine - Center for Reproductive Medicine,5,"addition form fill next name list male partner partner "", include legal form require decide sperm vial die choice give spouse partner medical research",Advice
3540,3541,"  Apparently, single women don't have parents / siblings or other significant persons who they could designate to make these decisions for them in the event of their death",Weill Cornell Medicine - Center for Reproductive Medicine,5,apparently single woman not parent sibling significant person could designate make decision event death,Clinic
3541,3542,"  Again, Cornell Reproductive Medicine pretends single women are not its clients (while 36% of all births are by single women in the U",Weill Cornell Medicine - Center for Reproductive Medicine,5,cornell reproductive medicine pretend single woman not client 36 % birth single woman u,Clinic
3542,3543," in 2012), discriminates against those single women that are its clients, and makes them feel unwelcome and abnormal by designing forms as if single women or lesbian women do not exist and are never their clients",Weill Cornell Medicine - Center for Reproductive Medicine,5,"2012 ), discriminate single woman client make feel unwelcome abnormal designing form single woman lesbian woman not exist never client",Clinic
3543,3544,"  the majority of clients are white due to population demographics, however they don't list ""white male partner"" just to be representative of the majority",Weill Cornell Medicine - Center for Reproductive Medicine,5,majority client white due population demographic however not list white male partner representative majority,Advice
3544,3545,"  That's how you know it's insensitivity, exclusionary, and discriminatory",Weill Cornell Medicine - Center for Reproductive Medicine,5,know insensitivity exclusionary discriminatory,Clinic
3545,3546,As pleasant as fertility treatment can be: an opinion shared by my wife and me,CCRM Fertility New York,5,pleasant fertility treatment : opinion share wife,Doctor
3546,3547,"Kind, patient, and accommodating staff that handles the logistics with precision",CCRM Fertility New York,5,kind patient accommodate staff handle logistics precision,Clinic
3547,3548,Pristine well appointed offices,CCRM Fertility New York,5,pristine well appoint office,Clinic
3548,3549,"Dr Choi is an absolute gem, and is very clear and direct about treatment options and the state of play",CCRM Fertility New York,5,dr choi absolute gem clear direct treatment option state play,Advice
3549,3550, Excellent bedside manner: that perfect blend of kindness and humor with a clinical efficiency in communication,CCRM Fertility New York,5,excellent bedside manner : perfect blend kindness humor clinical efficiency communication,Clinic
3550,3551," Couldn't recommend her more highly, and I only wish she were a GP so I could use her as MY doctor",CCRM Fertility New York,5,could not recommend highly wish gp could use doctor,Advice
3551,3552,"It's pricey, no doubt about it, but if you can swing it you'll be glad you did",CCRM Fertility New York,5,pricey no doubt swing shall glad,Advice
3552,3553,I have been extremely pleased with CCRM,CCRM Fertility New York,5,extremely please ccrm,Cost
3553,3554," Dr Knopman and all the staff, from the nurses to the front desk to the behind the scenes embryology team have not only provided me with top notch medical care, but they have done so with compassion",CCRM Fertility New York,5,dr knopman staff nurse front desk behind scene embryology team not provide top notch medical care do compassion,Clinic
3554,3555," Dr Knopman treated us thoughtfully, explaining things clearly and tweaking things as needed to make sure we had the best results",CCRM Fertility New York,5,dr knopman treat us thoughtfully explain things clearly tweak things need make sure best result,Doctor
3555,3556," She is warm, caring and so positive",CCRM Fertility New York,5,warm caring positive,Doctor
3556,3557, I always felt like everyone was rooting for us and doing everything they could for us to be successful,CCRM Fertility New York,5,always felt like everyone rooting us everything could us successful,Clinic
3557,3558," The nurses (and I mean all of them, as there are different kinds) were always there with hugs and words of support when I needed it",CCRM Fertility New York,5,nurse mean different kind always hug words support need,Clinic
3558,3559, I am 9 weeks pregnant and moving on to be followed by an obstetrician and I am going to miss them all so much!,CCRM Fertility New York,5,9 week pregnant move follow obstetrician going miss much,Clinic
3559,3560,We came to Dr Levine after trying to conceive for several years without much success,CCRM Fertility New York,5,come dr levine try conceive several years without much success,Protocols
3560,3561," Dr Levine is a physician and scientist, and he found the right way to communicate with both my husband and me from the very beginning",CCRM Fertility New York,5,dr levine physician scientist found right way communicate husband beginning,Doctor
3561,3562," He explained things in great detail and at no point, I felt confused about the process or about the next steps",CCRM Fertility New York,5,explain things great detail no point felt confuse process next steps,Doctor
3562,3563," Because it was our first time seeing a RE, he started with a very thorough diagnosis procedure and recommended that we attempt IUI first, explaining to us the success rate of this procedure compared to the slightly more invasive IVF procedure",CCRM Fertility New York,5,first time seeing start thorough diagnosis procedure recommend attempt iui first explain us success rate procedure compare slightly invasive ivf procedure,Protocols
3563,3564," After a few IUI attempts that were not working for us, he recommended that we move on to IVF, which we did, ultimately achieving success on our first embryo transfer",CCRM Fertility New York,5,iui attempt not working us recommend move ivf ultimately achieve success first embryo transfer,Protocols
3564,3565, Dr Levine's approach to our case was personalized and data-driven,CCRM Fertility New York,5,dr levine ' approach case personalize data drive,Doctor
3565,3566, He cited up to date studies pertaining to the procedures we were involved in and was very thorough and knowledgeable in answering all the questions I had about the whole process,CCRM Fertility New York,5,cite date study pertain procedure involve thorough knowledgeable answer question whole process,Doctor
3566,3567," As an academic myself, this was very important to me, as I knew I didn't have time to read all the relevant scientific literature on the protocols and procedures we were about to experience",CCRM Fertility New York,5,academic important know not time read relevant scientific literature protocol procedure experience,Doctor
3567,3568,"Dr Levine performed my egg retrieval procedure, which was flawless",CCRM Fertility New York,5,dr levine perform egg retrieval procedure flawless,Protocols
3568,3569, I experienced minimal side effects and there were much more eggs retrieved than I anticipated,CCRM Fertility New York,5,experience minimal side effects much eggs retrieve anticipate,Cost
3569,3570, The pre-op and post-op communication was amazing,CCRM Fertility New York,5,pre op post op communication amaze,Nurse
3570,3571,Dr Levine is very well connected and has amazing contacts in the NYC area,CCRM Fertility New York,5,dr levine well connect amaze contact nyc area,Doctor
3571,3572," As I developed thyroid issues early in my pregnancy he recommended a great list of endocrinologists that I could choose from, based on my health insurance coverage and preference",CCRM Fertility New York,5,develop thyroid issue early pregnancy recommend great list endocrinologist could choose base health insurance coverage preference,Protocols
3572,3573, He also recommended a long list of great OBGYNs at graduation and made sure I checked out to an OBGYN he trusted upon graduation,CCRM Fertility New York,5,also recommend long list great obgyns graduation make sure check obgyn trust upon graduation,Protocols
3573,3574,"  Dr Levine's skills, combined with his sense of humor and vast experience make it easy and fun to work with him, which is incredibly important given how stressful fertility journeys can get",CCRM Fertility New York,5,dr levine ' skill combine sense humor vast experience make easy fun work incredibly important given stressful fertility journey get,Advice
3574,3575, I recommended Dr Levine to everything I knew was struggling with fertility (at other clinics),CCRM Fertility New York,5,recommend dr levine everything know struggle fertility clinic,Doctor
3575,3576," If you're considering seeing a fertility specialist, do not hesitate to give CCRM-NY (and Dr Levine in particular) a chance",CCRM Fertility New York,5,consider seeing fertility specialist not hesitate give ccrm ny dr levine particular chance,Advice
3576,3577,"Dr Choi reviewI found Dr Choi through a friend's rave recommendation, and I echo them after our experience",CCRM Fertility New York,5,dr choi reviewi found dr choi friend ' rave recommendation echo experience,Doctor
3577,3578, Dr Choi is an incredible fertility doctor,CCRM Fertility New York,5,dr choi incredible fertility doctor,Advice
3578,3579," From the second you meet her, it's obvious you are about to have science and a true professional on your side",CCRM Fertility New York,5,second meet obvious science true professional side,Advice
3579,3580," We had been through a lot by the time we came to CCRM, as I'm sure is true for many fertility patients",CCRM Fertility New York,5,lot time come ccrm ' sure true many fertility patient,Doctor
3580,3581," But not only was she sympathetic to our situation and history, what hit me most was her determination to get to the bottom of it and optimism for putting us in the best possible position for a success",CCRM Fertility New York,5,not sympathetic situation history hit determination get bottom optimism putting us best possible position success,Doctor
3581,3582," She talks fast for sure, but gets right to the point, and isn't afraid to trust her patients with information",CCRM Fertility New York,5,talks fast sure get right point not afraid trust patient information,Advice
3582,3583, A lot of doctors will hold back because they think too much of the technical stuff will be confusing or go above your head,CCRM Fertility New York,5,lot doctor hold back think much technical stuff confuse go head,Advice
3583,3584," But we always found comfort in her straight-forward way of explaining things, and felt empowered because we were getting all the facts",CCRM Fertility New York,5,always found comfort straight forward way explain things felt empower getting fact,Doctor
3584,3585, (Take a pad and pen with you for notes!)I appreciated her thorough approach especially when it led to a discovery of a small growth in my pituitary,CCRM Fertility New York,5,take pad pen note !) appreciate thorough approach especially led discovery small growth pituitary,Protocols
3585,3586," We might have gone through even more years of disappointment, never knowing why",CCRM Fertility New York,5,might go even years disappointment never knowing,Advice
3586,3587, Her direction and diagnosis were the keys to unlocking our fertility challenges,CCRM Fertility New York,5,direction diagnosis key unlock fertility challenge,Advice
3587,3588," And I am happy to report we are well into a healthy pregnancy (fingers crossed)! I can't say enough about the staff, who was so prompt answering our many many questions",CCRM Fertility New York,5,happy report well healthy pregnancy finger cross )! cannot say enough staff prompt answer many many question,Doctor
3588,3589, Tackling infertility is naturally a really emotional and personal experience,CCRM Fertility New York,5,tackle infertility naturally really emotional personal experience,Advice
3589,3590," But the team (especially Stephanie) helped us understand costs and commitments upfront, always with patience, and even helped navigate billing with our insurance",CCRM Fertility New York,5,team especially stephanie help us understand costs commitment upfront always patience even help navigate billing insurance,Cost
3590,3591," Even when another doctor (Dr Levine) was filling in to keep us on schedule, it was obvious they were in communication with each other and checking in behind the scenes",CCRM Fertility New York,5,even another doctor dr levine filling keep us schedule obvious communication check behind scene,Clinic
3591,3592, We really felt taken care of and in good hands the whole way through,CCRM Fertility New York,5,really felt take care good hands whole way,Clinic
3592,3593," So if you are looking for an incredible fertility doctor at a highly effective clinic, I recommend a consultation with Dr Choi",CCRM Fertility New York,5,looking incredible fertility doctor highly effective clinic recommend consultation dr choi,Advice
3593,3594," No matter what you are facing, it's worth a conversation",CCRM Fertility New York,5,no matter facing worth conversation,Advice
3594,3595,I can't say enough about the stellar service I received at CCRM NY ,CCRM Fertility New York,5,cannot say enough stellar service receive ccrm ny,Cost
3595,3596,from the front desk the nurses and the every so important Doctors ( the amazing Dr Talebian was my doctor) right down to the billing department this is a team who love what they do and it shows,CCRM Fertility New York,5,front desk nurse every important doctor amaze dr talebian doctor right billing department team love show,Clinic
3596,3597,Their attentive and concerned nature made me feel as if I was are their one and only patient,CCRM Fertility New York,5,attentive concern nature make feel one patient,Doctor
3597,3598,  I felt secure and confident that whatever the outcome or situation they would take of me and that the outcome would be positive,CCRM Fertility New York,5,felt secure confident whatever outcome situation would take outcome would positive,Advice
3598,3599,Thanks to the whole staff I am pregnant and expecting a baby!I wish I could stay with them though out my 9 months!!!!,CCRM Fertility New York,5,thanks whole staff pregnant expect baby wish could stay though 9 month !!!!,Clinic
3599,3600,We feel like it was a true blessing to have started working with CCRM,CCRM Fertility New York,5,feel like true blessing start working ccrm,Clinic
3600,3601,  After several failed IVF attempts at another clinic we traveled across the country based on a recommendation to work with CCRM NYC,CCRM Fertility New York,5,several fail ivf attempt another clinic travel across country base recommendation work ccrm nyc,Advice
3601,3602,  It was the best decision we could have made,CCRM Fertility New York,5,best decision could make,Clinic
3602,3603,  CCRM gave us hope that we had all but lost,CCRM Fertility New York,5,ccrm give us hope lost,Protocols
3603,3604, CCRM is incredibly efficient and very helpful,CCRM Fertility New York,5,ccrm incredibly efficient helpful,Clinic
3604,3605," More than that, it is clear they care about their patients which is so important during such a challenging time",CCRM Fertility New York,5,clear care patient important challenge time,Advice
3605,3606, Dr Levine's approach is based on the individual needs of each patient not the standard cookie cutter protocol not to mention the lab quality is the absolute best,CCRM Fertility New York,5,dr levine ' approach base individual need patient not standard cookie cutter protocol not mention lab quality absolute best,Doctor
3606,3607," Even though we were not living locally, we experienced the excellent communication from the entire staff and amazing support from Dr Levine himself",CCRM Fertility New York,5,even though not living locally experience excellent communication entire staff amaze support dr levine,Doctor
3607,3608, We were able to achieve success in his care,CCRM Fertility New York,5,able achieve success care,Doctor
3608,3609, We can never truly thank Dr Levine and CCRM for everything they have done for our family,CCRM Fertility New York,5,never truly thank dr levine ccrm everything do family,Doctor
3609,3610,I am beyond happy CCRM is now in NYC! I don't know where to begin,CCRM Fertility New York,5,beyond happy ccrm nyc not know begin,Cost
