,Reviews_by_sentence,Clinic,clean_answers
2447, Highly recommend!,RMA of New York,highly recommend
2448,Had a good experience here with Dr Flisser,RMA of New York,good experience dr flisser
2449, We have a 9-month-old now after a very very difficult process--but RMA was as helpful and caring as they could be under the circumstances,RMA of New York,9month old difficult process rma helpful care circumstance
2450," We did get some wildly incorrect information about our out-of-pocket costs from the young woman we spoke to in the finance department (she told us everything would be covered but we ended up owing about $8,000 per cycle for drug costs), but it seems she was let go soon after our conversation (unrelated to us, but I am guessing she did this to others) and the finance supervisor was really great about working with us to come up with a payment plan",RMA of New York,wildly incorrect information pocket cost young woman speak finance department tell cover end owe 8000 cycle drug cost let soon conversation unrelated guess finance supervisor great work come payment plan
2451," Also, it turns out our infertility was related to some very serious undiagnosed medical issues (liver failure) on my husband's part",RMA of New York,turn infertility relate undiagnosed medical issue live failure husband
2452," He's doing okay now, but the doctor he saw there (I can't remember his name) was much more interested in fixing the infertility than finding out what was causing it",RMA of New York,okay doctor see remember interest fix infertility find cause
2453," Which is what we were asking them to do, so I can't really be upset, but it would have been nice if they insisted he see a specialist to figure out what was going on with his health",RMA of New York,ask upset nice insist specialist figure go health
2454," Anyway, we love our perfect baby and hope to return again when the time is right",RMA of New York,love perfect baby hope return time right
2455,I saw Dr Copperman here (Jordyn Banks was his dedicated nurse/my contact),RMA of New York,see dr copperman jordyn banks dedicate nurse contact
2456,  Both were highly responsive and patient with me as I made decisions and dealt with any setbacks,RMA of New York,highly responsive patient decision deal setback
2457," Furthermore, they were low-pressure and allowed me to explore as many options as I was comfortable with while helping me ground my decisions in statistics personalized to my situation",RMA of New York,furthermore low pressure allow explore option comfortable help grind decision statistic personalize situation
2458,"Lastly, they were very hands on in helping me navigate my insurance",RMA of New York,lastly hand help navigate insurance
2459,I am thrilled to report that with their help I gave birth to a healthy baby girl this past month!  Thank you!!,RMA of New York,thrill report help give birth healthy baby girl past month thank
2460,RMA of NYC (eastside) made my husband and I parents - twice!! The team of doctors and nurses were exceptionally knowledgeable and kind,RMA of New York,rma nyc eastside husband parent twice team doctor nurse exceptionally knowledgeable kind
2461," Yes, there are a lot of patients, but I still felt like I received one-on-one care and treatment",RMA of New York,yes lot patient feel like receive care treatment
2462, IVF can be a scary time but they always answered all of my (MANY) questions and walked me through each step of the process in great detail,RMA of New York,ivf scary time answer question walk step process great detail
2463, We used Dr Copperman and I can't recommend him enough,RMA of New York,dr copperman recommend
2464, He is the reason we have our 2 beautiful girls!,RMA of New York,reason 2 beautiful girl
2465,"Dr Sandler and the staff at the 60th street RMA clinic are exceptionally professional, welcoming and overall very caring",RMA of New York,dr sandler staff 60th street rma clinic exceptionally professional welcome overall care
2466, We have had a positive experience with the clinic overall,RMA of New York,positive experience clinic overall
2467, Dr Sandler and his nurses always answer all of our questions and they always follow up after every visit with next steps and results if any,RMA of New York,dr sandler nurse answer question follow visit step result
2468," What I appreciate is that before they begin any exam, discuss details about next steps in person or draw any blood, they have us verify the name and DOB to ensure it's the correct patient",RMA of New York,appreciate begin exam discuss detail step person draw blood verify dob ensure correct patient
2469, I would recommend this clinic to any family or friend,RMA of New York,recommend clinic family friend
2470,The only complaint that I had was that they use SS#'s to verify patients UNLESS you ask for a temporary number to replace your SS#,RMA of New York,complaint use ss verify patient ask temporary numb replace ss
2471, I feel that shouldn't be available for all their staff to see when you call etc,RMA of New York,feel available staff etc
2472, I asked for a Temporary # and it was fine thereafter,RMA of New York,ask temporary fine
2473,If you want to feel like a battery farm hen then this is the place for you,RMA of New York,want feel like battery farm hen place
2474, I was a patient of Dr F and cornered into doing 3 IVF treatments with him before realising that the treatments are not tailor made to my body,RMA of New York,patient dr f corner 3 ivf treatment realise treatment tailor body
2475, He ordered a series of expensive tests which were not covered by insurance and kept asking me to use donor eggs even though I produced Grade AA embryos,RMA of New York,order series expensive test cover insurance keep ask use donor egg produce grade aa embryo
2476," I should have seen the warning signs when after my first successful IVF, he told me not to implant the embryo but to do a second round of IVF so I could bank embryos and freeze them (paying even more money to RMA)",RMA of New York,see warn sign successful ivf tell implant embryo 2 round ivf bank embryo freeze pay money rma
2477, It feels like the drs here see you coming with dollar signs in their eyes,RMA of New York,feel like drs come dollar sign eye
2478, Your dr will also not be the one who does the retrieval,RMA of New York,dr retrieval
2479, My husband was shocked to see the back of my hospital gown and legs soaked with blood because I drew the short straw and had a trainee dr do my egg retrieval,RMA of New York,husband shock hospital gown leg soak blood draw short straw trainee dr egg retrieval
2480, Good luck if you decide to go with RMA!,RMA of New York,good luck decide rma
2481,Dr Copperman was real straightforward and resourceful in the information he provided me! Highly recommend him to anyone!,RMA of New York,dr copperman real straightforward resourceful information provide highly recommend
2482,"My first experience at RMA was great largely due to the thorough, thoughtful, caring and informative care I received at the hands of Dr Leigh Rosen, M",RMA of New York,experience rma great largely thorough thoughtful care informative care receive hand dr leigh rosen m
2483,", and Florence M",RMA of New York,florence m
2484, I left the office relieved and confident that I am receiving the very best treatment,RMA of New York,leave office relieve confident receive well treatment
2485," Now that I know what it feels like to have an elite doctor and 5 star service, I'm NEVER settling for less again",RMA of New York,know feel like elite doctor 5 star service settle
2486, THANK YOU for restoring my faith in the medical community,RMA of New York,thank restore faith medical community
2487,I had an excellent experience at RMA,RMA of New York,excellent experience rma
2488," The staff at RMA made the whole IVF process as simple as it can be with their organization, resources, and support",RMA of New York,staff rma ivf process simple organization resource support
2489, Some may say that they feel like a number because there are so many patients but it's NYC and that is to be expected,RMA of New York,feel like numb patient nyc expect
2490, I always felt that I received individualized attention throughout my time at RMA,RMA of New York,feel receive individualize attention time rma
2491," Every single staff member that I encountered was wonderful from billing, to coordinators, to nurses, to phlebotomists, to the doctors",RMA of New York,single staff member encounter wonderful bill coordinator nurse phlebotomist doctor
2492, And I HIGHLY recommend Dr Flisser,RMA of New York,highly recommend dr flisser
2493," From the start of this whole process he has been accurate, thorough and professional",RMA of New York,start process accurate thorough professional
2494, He is incredibly knowledgeable and my husband and I both agree that he is by far the best physician either of us have experienced in the city,RMA of New York,incredibly knowledgeable husband agree far well physician experience city
2495, He has a calm demeanor to him and no question is too crazy,RMA of New York,calm demeanor question crazy
2496, Cannot express how grateful I am to have worked with him,RMA of New York,express grateful work
2497, He successfully got us pregnant after the first transfer!  I'll be back for #2 without a doubt,RMA of New York,successfully get pregnant transfer 2 doubt
2498,My wife and I had a great experience with RMA,RMA of New York,wife great experience rma
2499," We had our initial consultation with Dr Kimberley Thornton at the Soho clinic and subsequent visits at the Eastside location for blood-work, ultrasounds, and intrauterine insemination",RMA of New York,initial consultation dr kimberley thornton soho clinic subsequent visit eastside location blood work ultrasound intrauterine insemination
2500,Everyone was very helpful and the whole clinic is very LGBT friendly,RMA of New York,helpful clinic lgbt friendly
2501, Dr Thornton is kind and was upfront with us,RMA of New York,dr thornton kind upfront
2502, Highly recommend,RMA of New York,highly recommend
2503,"Being a physician, I am disappointed and abhorred how these doctors believe they are treating patients",RMA of New York,physician disappoint abhor doctor believe treat patient
2504, Communication is lacking,RMA of New York,communication lack
2505, I have yet to hear from my physician and I have called her three times,RMA of New York,hear physician call time
2506," If I had practiced the same, I would have no patients",RMA of New York,practice patient
2507, I was referred by a colleague and now would like to question exactly what they saw in this group,RMA of New York,refer colleague like question exactly see group
2508," I am truly, truly upset",RMA of New York,truly truly upset
2509," This is a very sensitive subject in any couple, woman or mans life and they make it stressful and confusing",RMA of New York,sensitive subject couple woman man life stressful confuse
2510,"Fertility struggles, I've learned, are one of the most stressful experiences to have to endure",RMA of New York,fertility struggle learn stressful experience endure
2511, RMA and it's staff (I mainly went to the Westchester offices except for a couple NYC visits and of course the major prucedures) were wonderful,RMA of New York,rma staff mainly go westchester office couple nyc visit course major prucedures wonderful
2512," During my time there, I was treated kindly, well informed and truly, like a person",RMA of New York,time treat kindly inform truly like person
2513," I was able to voice any feelings, concerns and questions and anything I needed was provided",RMA of New York,able voice feeling concern question need provide
2514, The staff cares and are sensitive to what individuals are going through,RMA of New York,staff care sensitive individual go
2515," In the end, as I just got discharged yesterday, it was kind of bittersweet to leave",RMA of New York,end get discharge yesterday kind bittersweet leave
2516,  I'm successfully and happily pregnant but honestly wish I could ride out my entire pregnancy at this office,RMA of New York,successfully happily pregnant honestly wish ride entire pregnancy office
2517," I'd recommend Dr Lederman, Dr Klein, and the amazing Martha Fennessey to my family, friends, and strangers alike",RMA of New York,recommend dr lederman dr klein amaze martha fennessey family friend stranger alike
2518,"Is this a pill mill, but for fertility drugs?I didn't have a known fertility issue but was ready to start planning to conceive and was open to taking a treatment of some sort to speed things up",RMA of New York,pill mill fertility drugsi know fertility issue ready start plan conceive open take treatment sort speed thing
2519, I ended up going here for a couple of months and then stopped,RMA of New York,end go couple month stop
2520,"My first visit was very encouraging and I liked the doctor, who seemed knowledgeable and caring",RMA of New York,visit encourage like doctor knowledgeable care
2521," They talked to me a lot about getting ready to have twins because, you know, this was going to get me sooo pregnant",RMA of New York,talk lot get ready twin know go sooo pregnant
2522," After that visit, I was never able to talk to a doctor again",RMA of New York,visit able talk doctor
2523,"After my first visit, I only spoke to nurses ON THE PHONE",RMA of New York,visit speak nurse phone
2524," Nurses who seemed really overworked since they would only talk for moments at a time, literally MOMENTS at a time",RMA of New York,nurses overwork talk moment time literally moments time
2525," They would tell me, ""come in for ultrasound"" or ""get this drug"", ""have sex tomorrow""",RMA of New York,tell come ultrasound drug sex tomorrow
2526, This is the only interaction I had with people,RMA of New York,interaction people
2527,"When I was told to come in to see a doctor, the doctor said she was just there for an ultrasound and this was not a visit for talking about stuffAt first, I thought it was a really streamlined operation; then I felt like I was on an assembly line",RMA of New York,tell come doctor doctor say ultrasound visit talk stuffat think streamline operation feel like assembly line
2528,"   Things like medical advice, next steps, procedures, side effects, timelines, effectiveness, risks just aren't discussed",RMA of New York,things like medical advice step procedure effect timeline effectiveness risk discuss
2529," I just kept saying, I need to talk to someone, get some information, more medical advice or some follow-up",RMA of New York,keep say need talk information medical advice follow
2530, I had started getting information by reading the websites of other fertility clinics,RMA of New York,start get information read website fertility clinic
2531, That alarmed me since I had so one to talk to about treatments and was finding a lot of info that I had questions about,RMA of New York,alarm talk treatment find lot info question
2532, Questions but no one to answer them,RMA of New York,questions answer
2533,This place is too chaotic and gave me anxiety,RMA of New York,place chaotic give anxiety
2534, I felt like I was just money to them,RMA of New York,feel like money
2535, If I had a real complication or issue it would feel stressful dealing with them,RMA of New York,real complication issue feel stressful deal
2536," Do your own research on effectiveness, side effects, number of times it is advisable to have certain treatments, etc",RMA of New York,research effectiveness effect numb time advisable certain treatment etc
2537," I ended up getting pregnant on my own shortly after I left there, likely because I had a better sense of my ovulation cycle for which I can thank them",RMA of New York,end get pregnant shortly leave likely well sense ovulation cycle thank
2538,  I wish you the best of luck wherever you decide to go!,RMA of New York,wish well luck decide
2539,Everyone from front staff to clinical were super helpful & professional! Dr Flisser was super thorough & easy to talk to,RMA of New York,staff clinical super helpful professional dr flisser super thorough easy talk
2540, Was a pleasure meeting & treating with him,RMA of New York,pleasure meet treat
2541,"After 3 miscarriages, I decided that it was time to see a fertility doctor",RMA of New York,3 miscarriage decide time fertility doctor
2542, I called and the appointment was scheduled for within the week (rare for specialists),RMA of New York,call appointment schedule week rare specialist
2543," I met with Dr Flisser, who was very understanding and explained his opinions and my options",RMA of New York,meet dr flisser understand explain opinion option
2544, He ordered a million tests first and the nurse walked me through how to schedule and when,RMA of New York,order million test nurse walk schedule
2545," Every time I went in for a test, she would call me later in the day to tell me the results and then send me an email with the results",RMA of New York,time go test late day tell result send email result
2546," If I called her for anything, she always answered my questions",RMA of New York,call answer question
2547, I never felt pressured to do anything I did not want to do,RMA of New York,feel pressure want
2548," In the first set of tests they found out I had a thyroid issue, sent me a prescription and referred me to an endocrinologist",RMA of New York,set test find thyroid issue send prescription refer endocrinologist
2549, I did not pursue further testing and shortly after my thyroid got to normal levels I was able to get pregnant and stay pregnant,RMA of New York,pursue test shortly thyroid get normal level able pregnant stay pregnant
2550, Dr Flisser saw me until my 8th week and was so nice and explained everything,RMA of New York,dr flisser see 8th week nice explain
2551, The nurses were also very sweet and seemed to actually care,RMA of New York,nurse sweet actually care
2552, I give this place an A++,RMA of New York,place a
2553,My husband and I had an amazing experience with RMA!  Dr Flisser was our doctor through the entire process,RMA of New York,husband amaze experience rma dr flisser doctor entire process
2554,  I suffer from PCOS and have been struggling to get pregnant for a few years,RMA of New York,suffer pcos struggle pregnant year
2555,  We had even been to a different fertility clinic prior without any positive results,RMA of New York,different fertility clinic prior positive result
2556,"  Dr Flisser and his staff were so helpful, always there to answer any questions I had",RMA of New York,dr flisser staff helpful answer question
2557,"  And we got pregnant after just one IUI!!  Amazing!!  If you are suffering from infertility, please visit RMA, please see Dr Flisser",RMA of New York,get pregnant iui amazing suffer infertility visit rma dr flisser
2558,  His straight to the point style was definitely appreciated,RMA of New York,straight point style definitely appreciate
2559,"Despite going through the ups and downs of infertility, Dr Copperman and his team were PHENOMENAL during the whole process",RMA of New York,despite go up down infertility dr copperman team phenomenal process
2560, Dr Copperman and his team were extremely responsive during my entire process - from my emails full of questions to showing up to lend their support on my transfer day,RMA of New York,dr copperman team extremely responsive entire process email question show lend support transfer day
2561," I found Dr Copperman to be very caring, knowledgeable and realistic",RMA of New York,find dr copperman care knowledgeable realistic
2562," There is alot of emotion and stress that comes along with IVF, but I felt extremely cared for at RMA",RMA of New York,alot emotion stress come ivf feel extremely care rma
2563, I highly recommend it!,RMA of New York,highly recommend
2564,I highly recommend Reproductive Medicine Associates of New York,RMA of New York,highly recommend reproductive medicine associates new york
2565," The staff is professional, helpful and kind",RMA of New York,staff professional helpful kind
2566," Jo Anne, who works in billing, always assists me immediately with requests whether it be paying my balance or paid invoice requests",RMA of New York,jo anne work bill assist immediately request pay balance pay invoice request
2567, She is a wonderful resource to the company,RMA of New York,wonderful resource company
2568, All of the office staff and doctors are knowledgeable and demonstrate that they really care!,RMA of New York,office staff doctor knowledgeable demonstrate care
2569,Dr Flisser and his team are truly professional,RMA of New York,dr flisser team truly professional
2570," The entire practice is like a well oiled machine, highly efficient",RMA of New York,entire practice like oil machine highly efficient
2571,am very displeased with the services that I got from Jovana Leukovich and her staff,RMA of New York,displease service get jovana leukovich staff
2572," I had an appointment with her on April 17, 2019",RMA of New York,appointment april 17 2019
2573, She was 45 minutes late for the appointment,RMA of New York,45 minute late appointment
2574, She explained that her first patient took longer than she expected and she was late all day long,RMA of New York,explain patient take long expect late day long
2575," She didn't bother to call me to reschedule 45 minutes later, I could have left work later if she had rescheduled",RMA of New York,bother reschedule 45 minute late leave work late reschedule
2576," During the appointment she offered a protocol that will never be successful with women of my age, her proposal to give me 300ml of gonal and 300 ml of menopur horrified two doctors to whom I went to get second opinion",RMA of New York,appointment offer protocol successful woman age proposal 300ml gonal 300 ml menopur horrify doctor go 2 opinion
2577, She overlooked measles and rubella bloodwork as well as hormones day 3 which i brought and that bloodwork was made on actual day 3 and on another day right before the appointment,RMA of New York,overlook measle rubella bloodwork hormone day 3 bring bloodwork actual day 3 day right appointment
2578, Her absent mindness caused billing my fertility benefits for the same procedure,RMA of New York,absent mindness cause bill fertility benefit procedure
2579," on top of that, i received a bill for 10% of what my insurance paid",RMA of New York,receive bill 10 insurance pay
2580, My insurance paid generously for this horrible service that i received,RMA of New York,insurance pay generously horrible service receive
2581," I really feel bad for RMANY and Leukovich and I really think that i need to write reviews with this story so that people avoid this ""doctor""",RMA of New York,feel bad rmany leukovich think need write review story people avoid doctor
2582,I'm extremely upset at Dr Flisser,RMA of New York,extremely upset dr flisser
2583, Back in 2015 he helped me conceive my first baby (which I'm very thankful ),RMA of New York,2015 help conceive baby thankful
2584, This morning I went to RMA for an ultrasound because I'm currently having an ectopic pregnancy (from a frozen transfer with Dr Stein),RMA of New York,morning go rma ultrasound currently have ectopic pregnancy freeze transfer dr stein
2585, I asked the nurse to see Dr Flisser because I used to feel comfortable with him and he was doing the monitoring but he refused to see me,RMA of New York,ask nurse dr flisser feel comfortable monitor refuse
2586," Yes, he refused to see me saying he was too busy",RMA of New York,yes refuse say busy
2587, WOW!!! Extremely disappointed with his professionalism,RMA of New York,wow extremely disappoint professionalism
2588, I guess I do not look like $$$$$$$$ sign anymore,RMA of New York,guess look like sign anymore
2589,"While RMA of NY was clearly a large facility, it felt like a well oiled machine with wonderful staff",RMA of New York,rma ny clearly large facility feel like oil machine wonderful staff
2590,"  From our Doctor, Dr Grunfeld, and his team - front desk reception, nurses, coordinators billing department etc",RMA of New York,doctor dr grunfeld team desk reception nurse coordinator bill department etc
2591, - everyone was extraordinarily helpful and friendly,RMA of New York,extraordinarily helpful friendly
2592,Going through fertility treatment is a difficult thing,RMA of New York,going fertility treatment difficult thing
2593,  Whether your case is diagnosed or undiagnosed it's a stressful time for anyone experiencing it,RMA of New York,case diagnose undiagnosed stressful time experience
2594,  I found that at RMA everyone was sensitive to what we were going through and I had a great experience despite our circumstances,RMA of New York,find rma sensitive go great experience despite circumstance
2595,  I went through an IVF cycle and on the first transfer got pregnant,RMA of New York,go ivf cycle transfer get pregnant
2596," I gave birth to a healthy baby boy at the end of January and am grateful to the science, medicine and consultation provided by Dr Grunfeld and his team",RMA of New York,give birth healthy baby boy end january grateful science medicine consultation provide dr grunfeld team
2597,  I highly recommend going to this practice!,RMA of New York,highly recommend go practice
2598,"Having been through many many cycles of IVF and having experienced a number of IVF Centers in NYC, I wanted to provide a review of my experience at RMA and with Dr Alan Copperman",RMA of New York,having cycle ivf have experience numb ivf centers nyc want provide review experience rma dr alan copperman
2599,"  Firstly, I know most reviews cannot help but be influenced by the outcome, and I am the same",RMA of New York,firstly know review help influence outcome
2600,  But I will try to provide a holistic perspective of my experience there also - hopefully it might help others going through the process,RMA of New York,try provide holistic perspective experience hopefully help go process
2601,"  We now have 3 beautiful children, all through working with Dr Copperman and RMA",RMA of New York,3 beautiful child work dr copperman rma
2602,"  My 5 star rating doesn't mean that the center is perfect, but I would strongly recommend it given my experience there and elsewhere",RMA of New York,5 star rate mean center perfect strongly recommend give experience
2603,"I found Dr Copperman to be caring, responsive and of course highly experienced and knowledgeable",RMA of New York,find dr copperman care responsive course highly experience knowledgeable
2604,"  I appreciated that he took time to listen to and address my questions/concerns and even suggestions, given that after multiple go's, I felt I knew how my body responded to certain medications and timings",RMA of New York,appreciate take time listen address question concern suggestion give multiple feel know body respond certain medication timing
2605,"  While IVF is highly scientific, there is also an art/skill in the protocol and timings, and I felt that Dr Copperman took all of my history into regard and adjusted the protocols etc as we went through to try to deliver the best outcome, and even listened to my input",RMA of New York,ivf highly scientific art skill protocol timing feel dr copperman take history regard adjust protocol etc go try deliver well outcome listen input
2606,  My experience at other clinics is that they just kept trying more of the same even when things weren't working,RMA of New York,experience clinic keep try thing work
2607,"  I also like that at RMA, the process now is for your doctor to do the transfer rather than any doctor who is on duty",RMA of New York,like rma process doctor transfer doctor duty
2608,  (Retrievals are still done by doctor on duty given that it is highly time-sensitive),RMA of New York,retrievals doctor duty give highly time sensitive
2609,"RMA also has seamless coordination with its lab, which I did not find to be the case at other centers",RMA of New York,rma seamless coordination lab find case center
2610,"  This means that if you choose to do PGD, it is a very smooth process - whereas at another center, they outsourced this and it required additional administration and processes and altogether did not inspire confidence",RMA of New York,mean choose pgd smooth process center outsource require additional administration process altogether inspire confidence
2611,The other things I appreciated about RMA are the efficiency with which the office is run and the competent staff,RMA of New York,thing appreciate rma efficiency office run competent staff
2612,"  I like that they have a central coordinator for each patient who you can reach out to with any questions - again, other clinics did not have this and you had to deal with different nurses all the time, most of who had no idea who you were or your background",RMA of New York,like central coordinator patient reach question clinic deal different nurse time idea background
2613,"  Given that you will be spending a LOT of time at the clinic for monitoring etc, it's also important that the clinic is efficiently run",RMA of New York,given spend lot time clinic monitor etc important clinic efficiently run
2614,"  While it's unavoidable that most clinics will be crowded, I was able to get in and out without having excessive delays by avoiding peak times (go early mornings!)",RMA of New York,unavoidable clinic crowd able have excessive delay avoid peak time early morning
2615,  They do care how long you are waiting and try to avoid situations where you have to wait for very long periods of time - which is more than I can say for the other 2 clinics I have been to,RMA of New York,care long wait try avoid situation wait long period time 2 clinic
2616,  They now also have a text survey which enables you to tell them when the wait time is unacceptable and also provide other feedback as soon as your visit is over,RMA of New York,text survey enable tell wait time unacceptable provide feedback soon visit
2617,"So all in all, I would strongly recommend Dr Copperman and RMA - we have referred a number of friends and are extremely grateful for what they were able to do for us",RMA of New York,strongly recommend dr copperman rma refer numb friend extremely grateful able
2618,We had a wonderful experience with Dr Flisser and the whole team at RMA,RMA of New York,wonderful experience dr flisser team rma
2619,"  Everyone at RMA was incredibly responsive to all of our needs, including quick response to all questions over email",RMA of New York,rma incredibly responsive need include quick response question email
2620,  No question was too small or silly,RMA of New York,question small silly
2621,  Our appointments with Dr Flisser were great - he has a warm but serious demeanor and we felt very reassured,RMA of New York,appointment dr flisser great warm demeanor feel reassure
2622,  We got pregnant on our first transfer cycle and had a great experience through being released from RMA,RMA of New York,get pregnant transfer cycle great experience release rma
2623,  Would highly recommend RMA and Dr Flisser,RMA of New York,highly recommend rma dr flisser
2624,Dr Flisser is the best of the best,RMA of New York,dr flisser well well
2625,"   He is efficient, compassionate, thorough, and incredibly knowledgeable",RMA of New York,efficient compassionate thorough incredibly knowledgeable
2626," After hearing so many good things about Dr Flisser, I visited him with unique fertility concerns as well as severe chronic migraines (and medication to prevent them) that complicated my strong desire for a family",RMA of New York,hear good thing dr flisser visit unique fertility concern severe chronic migraine medication prevent complicate strong desire family
2627,"  I was spinning with several fears and questions even before starting the planning process, and Dr Flisser answered every single one",RMA of New York,spin fear question start plan process dr flisser answer single
2628,  I left feeling secure in his treatment plan for me and absolutely confident that I had come to the right place,RMA of New York,leave feel secure treatment plan absolutely confident come right place
2629,"  I had!  Over the next months, Dr Flisser tailored my fertility plan both to minimize my chronic pain, and to prepare for a healthy baby",RMA of New York,month dr flisser tailor fertility plan minimize chronic pain prepare healthy baby
2630,"  I was continually impressed and, honestly, astonished by how quickly and thoroughly Dr Flisser responds to questions and concerns",RMA of New York,continually impress honestly astonish quickly thoroughly dr flisser respond question concern
2631,  He is always three steps ahead,RMA of New York,step ahead
2632,"  He truly makes every single patient feel like his priority--a feat, considering what must be an incredibly busy and demanding schedule",RMA of New York,truly make single patient feel like priority feat consider incredibly busy demand schedule
2633," My husband and I are now thrilled to be expecting a healthy baby in three months, and I have Dr Flisser and RMA NY to thank",RMA of New York,husband thrill expect healthy baby month dr flisser rma ny thank
2634,"   Additionally, the nurses and administrative professionals at RMA NY Eastside are top notch",RMA of New York,additionally nurse administrative professional rma ny eastside notch
2635,"  Ariel, a nurse I worked with often, went above and beyond to answer my many questions, and to guide me through the day-to-day of fertility treatment and early pregnancy",RMA of New York,ariel nurse work go answer question guide day day fertility treatment early pregnancy
2636,  She is extremely knowledgeable and approachable,RMA of New York,extremely knowledgeable approachable
2637,"  Truly, I have never felt so thoroughly cared for and confident in my doctor, nurses, and practice",RMA of New York,truly feel thoroughly care confident doctor nurse practice
2638,"  Thank you Dr Flisser, Ariel, and RMA NY Eastside",RMA of New York,thank dr flisser ariel rma ny eastside
2639,  Keep up the awesome work!,RMA of New York,awesome work
2640,I went to NYC RMA last month and saw DrFlisser who told me I had to lose 16 pounds before he would start treatment,RMA of New York,go nyc rma month see drflisser tell lose 16 pound start treatment
2641, They ran blood test and put me on thyroid medication and told me to contact them when I lost the 16 pounds,RMA of New York,run blood test thyroid medication tell contact lose 16 pound
2642, I lost the weight in 1 month,RMA of New York,lose weight 1 month
2643, I contacted RMA on CD1,RMA of New York,contact rma cd1
2644, The nurse told me over the phone she would send clomid to my pharmacy and I had to go the next day for bloodwork  to make sure my thyroid levels dropped,RMA of New York,nurse tell phone send clomid pharmacy day bloodwork sure thyroid level drop
2645,  I called the pharmacy twice that day to see if they sent the clomid,RMA of New York,call pharmacy twice day send clomid
2646," They never sent it, but not a problem I have to go in for bloodwork the next morning",RMA of New York,send problem bloodwork morning
2647,  I go do the blood work the next morning and I inquire about the clomid,RMA of New York,blood work morning inquire clomid
2648, The nurse tells me she will send the clomid and contact me later in the day with the results of my blood work,RMA of New York,nurse tell send clomid contact late day result blood work
2649,"  The nurse calls me later in the day and says my blood work came back fine, but DrFlisser said I have a BMI of 45% and in needs to be below 40 %",RMA of New York,nurse call late day say blood work come fine drflisser say bmi 45 need 40
2650, I said well Drflisser told me I needed to lose 16 pounds to start treatment,RMA of New York,say drflisser tell need lose 16 pound start treatment
2651,  The nurse said she will speak to him and call me back,RMA of New York,nurse say speak
2652,SHE NEVER CALLS BACK,RMA of New York,calls
2653, I was so upset that the DrFlisser and the nurses gave me false hope and deceived me in such a sensitive time,RMA of New York,upset drflisser nurse give false hope deceive sensitive time
2654, The nurses and Doctor out right LIED to me,RMA of New York,nurse doctor right lied
2655, I was at work fighting back tears and got so depressed,RMA of New York,work fight tear get depress
2656," My insurance covers EVEYTHING, and I refuse to have my money given to a practice that deceives patients",RMA of New York,insurance cover eveything refuse money give practice deceive patient
2657, I spoke to a friend of the family who referred me to Kofinas fertility group in Methodist hospital,RMA of New York,speak friend family refer kofinas fertility group methodist hospital
2658," She got pregnant with twins on the first try there, didn't have to lose weight (shes heavier than me) and has alot of medical issues",RMA of New York,get pregnant twin try lose weight s heavy alot medical issue
2659,"  I'm going there tomorrow, and I pray that they work better than RMA",RMA of New York,go tomorrow pray work well rma
2660,I am not writing this because I am unhappy with the unsuccessful results of my treatment over two IVF cycles; I came into the IVF process at almost 40 years old eyes wide open that it very well could not work,RMA of New York,write unhappy unsuccessful result treatment ivf cycle come ivf process 40 year old eye wide open work
2661," Rather, my issue with RMA which I feel the need to bring to everyone's attention is with the substandard and disappointing service and care I received",RMA of New York,issue rma feel need bring attention substandard disappoint service care receive
2662,Round 1 of IVF at RMA in January 2017 was unsuccessful,RMA of New York,round 1 ivf rma january 2017 unsuccessful
2663,   My doctor (Dr Flisser) called and spoke with my husband and I about my results,RMA of New York,doctor dr flisser call speak husband result
2664,  Round 2 of IVF at RMA was in May of 2017 we had one embryo which would be sent for genetic testing,RMA of New York,round 2 ivf rma 2017 embryo send genetic test
2665,"  A few weeks later, I received a voicemail from a nurse letting me know the ""embryo was mosaic and not viable and to call her with any questions",RMA of New York,week late receive voicemail nurse let know embryo mosaic viable question
2666,"""  There was no further explanation, nor did I receive any call from the doctor or any subsequent follow up",RMA of New York,explanation receive doctor subsequent follow
2667,"At this point I knew that regardless of the disappointing results, clearly RMA was not the right practice for me",RMA of New York,point know regardless disappoint result clearly rma right practice
2668,"  Between the packed waiting room where we had to stand because all the chairs were taken to the assembly line of blood work and ultrasound to sensitive test results being hastily left via voicemail without any explanation, to no subsequent follow up or call of any kind from the doctor, I decided I no longer wished to be a patient at RMA, as I had reached my limits with the factory approach to treatment, care and communication I had received, despite expending significant costs (both financial and emotional) throughout the process",RMA of New York,pack wait room stand chair take assembly line blood work ultrasound sensitive test result hastily leave voicemail explanation subsequent follow kind doctor decide long wish patient rma reach limit factory approach treatment care communication receive despite expend significant cost financial emotional process
2669,"  As such, I called to request my medical records to be transferred to another fertility treatment center (CCRM)",RMA of New York,call request medical record transfer fertility treatment center ccrm
2670,"   At the time, I spoke to someone in your records department who asked why we were not continuing my treatment at RMA",RMA of New York,time speak record department ask continue treatment rma
2671,"  We told them of the voicemail results mentioned above, and that we were unhappy with the service/communication protocols, and that we were taking our business elsewhere",RMA of New York,tell voicemail result mention unhappy service communication protocol take business
2672,    He said he would pass it along to the doctor and his team,RMA of New York,say pass doctor team
2673,   We heard nothing further from RMA in this regard,RMA of New York,hear rma regard
2674," Fast forward to almost a year later, when I received a voicemail from RMA letting me know that ""my free year of cryo preserve was up",RMA of New York,fast forward year late receive voicemail rma let know free year cryo preserve
