,PrevClinName1,ClinCityCode,ClinStateCode,Year,ICSI_Rate,PGD_Rate,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,TotNumCyclesAll,TransFrozEmbAll,ClinicNames
3161,TROCHÉ FERTILITY CENTERS,GLENDALE,ARIZONA,2015.0,95.0,0.0,38.3,31.25,34.375,0.0,242.0,27.272727272727273,TROCHÉ FERTILITY CENTERS GLENDALE
3162,ARIZONA REPRODUCTIVE MEDICINE SPECIALISTS,PHOENIX,ARIZONA,2015.0,68.0,0.0,21.75,12.95,24.898785425101217,7.142857142857143,319.0,39.81191222570533,"ARIZONA REPRODUCTIVE MEDICINE SPECIALISTS, LLC PHOENIX"
3164,"ADVANCED FERTILITY CARE, PLLC",SCOTTSDALE,ARIZONA,2015.0,72.0,2.0,55.3,50.8,43.464052287581694,10.0,321.0,35.202492211838006,"ADVANCED FERTILITY CARE, PLLC SCOTTSDALE"
3165,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,SCOTTSDALE,ARIZONA,2015.0,79.0,1.0,36.85,40.099999999999994,24.65,10.0,354.0,37.005649717514125,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH SCOTTSDALE
3166,ARIZONA CENTER FOR FERTILITY STUDIES,SCOTTSDALE,ARIZONA,2015.0,,,,,,,312.0,27.243589743589745,ARIZONA CENTER FOR FERTILITY STUDIES SCOTTSDALE
3169,"FERTILITY TREATMENT CENTER, PC",TEMPE,ARIZONA,2015.0,55.0,0.0,39.66111111111111,28.066666666666666,12.9,18.181818181818183,502.0,35.657370517928285,"FERTILITY TREATMENT CENTER, PC TEMPE"
3170,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,TUCSON,ARIZONA,2015.0,54.0,2.0,34.85,26.55,22.138461538461538,20.0,293.0,29.351535836177476,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY TUCSON
3171,VIVERE ARIZONA REPRODUCTIVE INSTITUTE,TUCSON,ARIZONA,2015.0,88.0,0.0,50.25,30.31666666666667,42.5,6.25,194.0,22.68041237113402,ARIZONA REPRODUCTIVE INSTITUTE TUCSON
3172,ARKANSAS FERTILITY CENTER,LITTLE ROCK,ARKANSAS,2015.0,58.0,1.0,33.6,20.4,8.333333333333334,25.0,292.0,26.36986301369863,ARKANSAS FERTILITY CENTER LITTLE ROCK
3176,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,BEVERLY HILLS,CALIFORNIA,2015.0,75.0,36.0,43.05,35.975,43.03888888888889,40.325,754.0,23.74005305039788,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER BEVERLY HILLS
3177,FERTILITY CARE OF ORANGE COUNTY,BREA,CALIFORNIA,2015.0,100.0,0.0,,28.25,21.75,,203.0,33.99014778325123,FERTILITY CARE OF ORANGE COUNTY BREA
3178,CENTRAL CALIFORNIA IVF PROGRAM,CLOVIS,CALIFORNIA,2015.0,73.0,0.0,30.25,19.05,35.230769230769226,10.0,311.0,27.974276527331188,CENTRAL CALIFORNIA IVF PROGRAM CLOVIS
3179,CALIFORNIA IVF FERTILITY CENTER,DAVIS,CALIFORNIA,2015.0,64.0,0.0,42.2,29.35,21.873529411764707,18.823529411764707,619.0,23.263327948303715,CALIFORNIA IVF FERTILITY CENTER SACRAMENTO
3181,"THE FERTILITY INSTITUTES-LOS ANGELES, NEW YORK, GUADALAJARA",ENCINO,CALIFORNIA,2015.0,97.0,89.0,33.81666666666666,16.666666666666668,36.42857142857143,0.0,181.0,14.3646408839779,"THE FERTILITY INSTITUTES-LOS ANGELES, NEW YORK, GUADALAJARA ENCINO"
3182,HRC FERTILITY-ENCINO,ENCINO,CALIFORNIA,2015.0,85.0,47.0,58.4,48.05,35.7,24.8,1078.0,21.2430426716141,HRC FERTILITY-ENCINO ENCINO
3183,ZOUVES FERTILITY CENTER,FOSTER CITY,CALIFORNIA,2015.0,78.0,3.0,16.65,23.9,16.3,21.45,665.0,27.36842105263158,ZOUVES FERTILITY CENTER FOSTER CITY
3184,WEST COAST FERTILITY CENTERS,FOUNTAIN VALLEY,CALIFORNIA,2015.0,86.0,4.0,32.2,22.875816993464053,20.512820512820515,16.666666666666668,172.0,35.46511627906977,WEST COAST FERTILITY CENTER FOUNTAIN VALLEY
3186,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH,FREMONT,CALIFORNIA,2015.0,84.0,2.0,53.349999999999994,45.7,37.45,27.5,1018.0,28.585461689587426,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH-FREMONT FREMONT
3187,CARE FERTILITY,GLENDALE,CALIFORNIA,2015.0,89.0,4.0,28.15,32.6,20.5,14.166666666666668,434.0,32.94930875576037,CARE FERTILITY GLENDALE
3188,MARIN FERTILITY CENTER,GREENBRAE,CALIFORNIA,2015.0,88.0,6.0,41.778571428571425,53.57142857142857,43.07692307692308,19.285714285714285,193.0,34.196891191709845,MARIN FERTILITY CENTER GREENBRAE
3189,"COASTAL FERTILITY MEDICAL CENTER, INC.",IRVINE,CALIFORNIA,2015.0,91.0,11.0,19.3,16.3,17.647058823529413,16.666666666666668,324.0,31.17283950617284,"COASTAL FERTILITY MEDICAL CENTER, INC. IRVINE"
3190,FERTILITY CENTER OF SOUTHERN CALIFORNIA,IRVINE,CALIFORNIA,2015.0,96.0,7.0,39.14545454545455,33.333333333333336,37.9,50.0,217.0,36.866359447004605,FERTILITY CENTER OF SOUTHERN CALIFORNIA IRVINE
3191,LIFE IVF CENTER,IRVINE,CALIFORNIA,2015.0,94.0,11.0,55.3,48.47222222222222,29.78333333333333,20.2,2750.0,14.945454545454545,LIFE IVF CENTER IRVINE
3192,REPRODUCTIVE FERTILITY CENTER-OC,IRVINE,CALIFORNIA,2015.0,98.0,27.0,38.05,29.0,25.1,20.0,761.0,24.83574244415243,REPRODUCTIVE FERTILITY CENTER IRVINE
3193,REPRODUCTIVE PARTNERS FERTILITY CENTER-SAN DIEGO,LA JOLLA,CALIFORNIA,2015.0,81.0,50.0,31.85,20.6,26.75,20.3,1003.0,34.59621136590229,REPRODUCTIVE PARTNERS FERTILITY CENTER-SAN DIEGO LA JOLLA
3194,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF,LOMA LINDA,CALIFORNIA,2015.0,79.0,2.0,40.95,33.86666666666667,39.3,0.0,221.0,22.171945701357465,LOMA LINDA UNIVERSITY CENTER FOR FERTILITY AND IVF LOMA LINDA
3195,CALIFORNIA FERTILITY PARTNERS,LOS ANGELES,CALIFORNIA,2015.0,65.0,8.0,33.45,32.349999999999994,19.15,23.099999999999998,1393.0,13.424264178033022,CALIFORNIA FERTILITY PARTNERS LOS ANGELES
3197,CHA FERTILITY CENTER,LOS ANGELES,CALIFORNIA,2015.0,84.0,0.0,43.535714285714285,33.55,21.05263157894737,28.571428571428573,378.0,29.62962962962963,CHA FERTILITY CENTER LOS ANGELES
3198,PACIFIC FERTILITY CENTER-LOS ANGELES,LOS ANGELES,CALIFORNIA,2015.0,93.0,44.0,25.2,16.982352941176472,21.05,13.88888888888889,547.0,23.217550274223036,CHA FERTILITY CENTER LOS ANGELES
3199,UCLA FERTILITY CENTER,LOS ANGELES,CALIFORNIA,2015.0,84.0,0.0,65.3,59.53333333333333,33.529411764705884,31.428571428571427,204.0,39.705882352941174,CHA FERTILITY CENTER LOS ANGELES
3200,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,LOS ANGELES,CALIFORNIA,2015.0,85.0,1.0,36.35,30.4,21.35,17.15,705.0,22.127659574468087,USC REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY LOS ANGELES
3203,NOVA IN VITRO FERTILIZATION,MOUNTAIN VIEW,CALIFORNIA,2015.0,28.0,2.0,32.45,29.35,22.099999999999998,14.35,545.0,35.96330275229358,NOVA IN VITRO FERTILIZATION MOUNTAIN VIEW
3204,HRC FERTILITY-ORANGE COUNTY,NEWPORT BEACH,CALIFORNIA,2015.0,93.0,85.0,61.45,60.0,39.15,32.46666666666667,926.0,17.71058315334773,HRC FERTILITY-ORANGE COUNTY NEWPORT BEACH
3206,OC FERTILITY,NEWPORT BEACH,CALIFORNIA,2015.0,100.0,0.0,34.85,77.77777777777777,,,213.0,34.74178403755869,HRC FERTILITY-ORANGE COUNTY NEWPORT BEACH
3208,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,NEWPORT BEACH,CALIFORNIA,2015.0,63.0,0.0,34.4,32.85,34.55,29.3,700.0,37.142857142857146,SOUTHERN CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE NEWPORT BEACH
3209,LANE FERTILITY INSTITUTE,NOVATO,CALIFORNIA,2015.0,57.0,0.0,35.0,56.25,22.727272727272727,33.333333333333336,166.0,27.10843373493976,LANE FERTILITY INSTITUTE NOVATO
3210,AMERICAN REPRODUCTIVE CENTERS,PALM SPRINGS,CALIFORNIA,2015.0,93.0,29.0,37.61666666666667,46.57222222222222,7.8,,248.0,6.451612903225806,AMERICAN REPRODUCTIVE CENTERS PALM SPRINGS
3211,BAY IN VITRO FERTILIZATION CENTER FOR REPRODUCTIVE MEDICINE,PALO ALTO,CALIFORNIA,2015.0,52.0,0.0,34.8,19.75,16.8,8.333333333333334,222.0,35.585585585585584,BAY IVF CENTER PALO ALTO
3212,STANFORD MEDICINE FERTILITY & REPRODUCTIVE HEALTH,PALO ALTO,CALIFORNIA,2015.0,55.0,31.0,39.8,26.85,26.849999999999998,20.3,1057.0,23.55723746452223,STANFORD MEDICINE FERTILITY & REPRODUCTIVE HEALTH PALO ALTO
3213,HRC FERTILITY-PASADENA,PASADENA,CALIFORNIA,2015.0,82.0,40.0,45.650000000000006,37.85,33.1,26.7,2269.0,16.879682679594534,HRC FERTILITY-PASADENA PASADENA
3214,"REPRODUCTIVE PARTNERS-BEVERLY HILLS, REDONDO BEACH & WESTMINSTER",REDONDO BEACH,CALIFORNIA,2015.0,62.0,1.0,34.2,34.2,22.75,18.450000000000003,1711.0,29.281122150789013,"REPRODUCTIVE PARTNERS-BEVERLY HILLS, REDONDO BEACH & WESTMINSTER REDONDO BEACH"
3215,NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER,ROSEVILLE,CALIFORNIA,2015.0,68.0,2.0,35.15,35.0,27.15,27.727272727272727,643.0,29.082426127527217,NORTHERN CALIFORNIA FERTILITY MEDICAL CENTER ROSEVILLE
3216,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH-SACRAMENTO,SACRAMENTO,CALIFORNIA,2015.0,71.0,0.0,50.05,36.8,31.1,28.846153846153847,485.0,35.05154639175258,KAISER PERMANENTE CENTER FOR REPRODUCTIVE HEALTH-FREMONT FREMONT
3217,FERTILITY SPECIALISTS MEDICAL GROUP,SAN DIEGO,CALIFORNIA,2015.0,70.0,2.0,31.45,19.55,31.05,27.77777777777778,515.0,30.87378640776699,FERTILITY SPECIALISTS MEDICAL GROUP SAN DIEGO
3218,NAVAL MEDICAL CENTER SAN DIEGO INFERTILITY,SAN DIEGO,CALIFORNIA,2015.0,94.0,1.0,32.0,27.45,14.65,0.0,250.0,36.4,NAVAL MEDICAL CENTER SAN DIEGO INFERTILITY SAN DIEGO
3219,REPRODUCTIVE SCIENCES MEDICAL CENTER,SAN DIEGO,CALIFORNIA,2015.0,100.0,63.0,66.25,76.66666666666666,63.333333333333336,50.0,159.0,22.641509433962263,REPRODUCTIVE SCIENCES MEDICAL CENTER SAN DIEGO
3220,SAN DIEGO FERTILITY CENTER,SAN DIEGO,CALIFORNIA,2015.0,81.0,17.0,25.25,19.95,23.85,9.6,1399.0,19.58541815582559,REPRODUCTIVE PARTNERS FERTILITY CENTER-SAN DIEGO LA JOLLA
3221,LAUREL FERTILITY CARE,SAN FRANCISCO,CALIFORNIA,2015.0,80.0,6.0,32.6,27.992857142857144,33.41346153846154,21.428571428571427,273.0,33.333333333333336,LAUREL FERTILITY CARE SAN FRANCISCO
3222,PACIFIC FERTILITY CENTER,SAN FRANCISCO,CALIFORNIA,2015.0,32.0,9.0,41.2,35.55,23.75,22.95,1969.0,26.358557643473844,PACIFIC FERTILITY CENTER SAN FRANCISCO
3223,UCSF CENTER FOR REPRODUCTIVE HEALTH,SAN FRANCISCO,CALIFORNIA,2015.0,58.0,5.0,42.55,40.15,24.75,20.6,2272.0,22.931338028169016,UCSF CENTER FOR REPRODUCTIVE HEALTH SAN FRANCISCO
3224,PALO ALTO MEDICAL FOUNDATION FERTILITY PHYSICIANS OF NORTHERN CALIFORNIA,SAN JOSE,CALIFORNIA,2015.0,71.0,1.0,36.25,20.95,20.049999999999997,13.25,1013.0,29.12142152023692,PALO ALTO MEDICAL FOUNDATION SAN JOSE
3225,"ALEX STEINLEITNER, MD",SAN LUIS OBISPO,CALIFORNIA,2015.0,50.0,6.0,24.299999999999997,32.2,21.11111111111111,6.25,193.0,20.207253886010363,"ALEX STEINLEITNER, MD, INC. SAN LUIS OBISPO"
3226,REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA,SAN RAMON,CALIFORNIA,2015.0,68.0,5.0,40.6,39.1,33.95,30.5,1873.0,33.95621996796583,REPRODUCTIVE SCIENCE CENTER OF THE SAN FRANCISCO BAY AREA SAN RAMON
3227,SANTA BARBARA FERTILITY CENTER,SANTA BARBARA,CALIFORNIA,2015.0,87.0,2.0,28.594771241830067,26.38888888888889,38.333333333333336,12.5,162.0,28.395061728395063,SANTA BARBARA FERTILITY CENTER SANTA BARBARA
3228,SANTA MONICA FERTILITY,SANTA MONICA,CALIFORNIA,2015.0,100.0,31.0,33.333333333333336,33.333333333333336,33.333333333333336,70.83333333333334,215.0,6.046511627906977,SANTA MONICA FERTILITY SANTA MONICA
3229,SANTA MONICA UCLA GYN SUBSPECIALTIES GROUP,SANTA MONICA,CALIFORNIA,2015.0,64.0,7.0,20.23809523809524,15.621428571428572,6.25,0.0,182.0,31.86813186813187,SANTA MONICA UCLA GYN SUBSPECIALTIES GROUP SANTA MONICA
3230,"ADVANCED FERTILITY ASSOCIATES MEDICAL GROUP, INC.",SANTA ROSA,CALIFORNIA,2015.0,85.0,1.0,40.67857142857143,42.2,43.333333333333336,56.25,182.0,12.637362637362637,"ADVANCED FERTILITY ASSOCIATES MEDICAL GROUP, INC. SANTA ROSA"
3232,THE CENTER FOR FERTILITY AND GYNECOLOGY,TARZANA,CALIFORNIA,2015.0,95.0,2.0,44.025,48.611111111111114,37.980769230769226,30.76923076923077,253.0,21.73913043478261,THE CENTER FOR FERTILITY AND GYNECOLOGY TARZANA
3234,FERTILITY AND SURGICAL ASSOCIATES OF CALIFORNIA,THOUSAND OAKS,CALIFORNIA,2015.0,56.0,5.0,38.194736842105264,28.52777777777778,29.3,29.481578947368423,1497.0,28.32331329325317,FERTILITY AND SURGICAL ASSOCIATES OF CALIFORNIA THOUSAND OAKS
3235,PACIFIC REPRODUCTIVE CENTER,TORRANCE,CALIFORNIA,2015.0,99.0,32.0,70.55,68.4,37.61666666666667,36.53846153846154,304.0,13.157894736842104,PACIFIC REPRODUCTIVE CENTER TORRANCE
3236,UNIVERSITY FERTILITY CENTER,TORRANCE,CALIFORNIA,2015.0,75.0,3.0,42.875,28.636363636363637,29.25,22.366666666666667,276.0,21.73913043478261,UNIVERSITY FERTILITY CENTER TORRANCE
3237,REPRODUCTIVE FERTILITY CENTER,WEST HOLLYWOOD,CALIFORNIA,2015.0,96.0,7.0,46.35,44.15,26.05,18.386363636363637,541.0,21.072088724584102,REPRODUCTIVE FERTILITY CENTER WEST HOLLYWOOD
3238,REPRODUCTIVE MEDICINE & FERTILITY CENTER,COLORADO SPRINGS,COLORADO,2015.0,96.0,41.0,21.6,26.181578947368422,10.526315789473685,16.666666666666668,465.0,40.215053763440864,REPRODUCTIVE MEDICINE & FERTILITY CENTER COLORADO SPRINGS
3239,ADVANCED REPRODUCTIVE MEDICINE,DENVER,COLORADO,2015.0,59.0,1.0,37.85,19.205555555555556,14.285714285714286,16.666666666666668,217.0,32.25806451612903,ADVANCED REPRODUCTIVE MEDICINE DENVER
3243,CONCEPTIONS REPRODUCTIVE ASSOCIATES OF COLORADO,LITTLETON,COLORADO,2015.0,93.0,32.0,51.05,53.45,46.75,29.166666666666668,938.0,34.32835820895522,CONCEPTIONS REPRODUCTIVE ASSOCIATES OF COLORADO LITTLETON
3244,COLORADO CENTER FOR REPRODUCTIVE MEDICINE,LONE TREE,COLORADO,2015.0,80.0,4.0,45.2,38.5,34.8,29.1,3608.0,30.598669623059866,COLORADO CENTER FOR REPRODUCTIVE MEDICINE LONE TREE
3246,CT FERTILITY,BRIDGEPORT,CONNECTICUT,2015.0,25.0,8.0,31.081818181818186,16.666666666666668,3.5714285714285716,0.0,483.0,6.004140786749482,CT FERTILITY BRIDGEPORT
3247,THE CENTER FOR ADVANCED REPRODUCTIVE SERVICES,FARMINGTON,CONNECTICUT,2015.0,75.0,1.0,50.2,44.25,37.85,34.3,1179.0,23.240033927056828,CENTER FOR ADVANCED REPRODUCTIVE SERVICES FARMINGTON
3248,"GREENWICH FERTILITY AND IVF CENTER, PC",GREENWICH,CONNECTICUT,2015.0,34.0,0.0,48.75,41.0,36.45,23.846153846153847,366.0,29.23497267759563,"GREENWICH FERTILITY AND IVF CENTER, PC GREENWICH"
3249,YALE FERTILITY CENTER,NEW HAVEN,CONNECTICUT,2015.0,75.0,3.0,44.65,37.70263157894737,37.0,11.833333333333334,643.0,16.018662519440124,YALE FERTILITY CENTER NEW HAVEN
3250,REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT,NORWALK,CONNECTICUT,2015.0,54.0,2.0,48.400000000000006,38.95,28.450000000000003,26.299999999999997,1391.0,26.81524083393242,REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT NORWALK
3251,NEW ENGLAND FERTILITY INSTITUTE,STAMFORD,CONNECTICUT,2015.0,80.0,16.0,35.5,29.824561403508774,34.56140350877193,25.555555555555557,363.0,13.774104683195592,NEW ENGLAND FERTILITY INSTITUTE STAMFORD
3253,PARK AVENUE FERTILITY AND REPRODUCTIVE MEDICINE,TRUMBULL,CONNECTICUT,2015.0,89.0,4.0,47.0,53.013636363636365,20.9,8.333333333333334,219.0,18.264840182648403,PARK AVENUE FERTILITY AND REPRODUCTIVE MEDICINE TRUMBULL
3254,"DELAWARE INSTITUTE FOR REPRODUCTIVE MEDICINE, PA",NEWARK,DELAWARE,2015.0,85.0,42.0,30.55,25.0,20.798319327731093,,317.0,35.96214511041009,"DELAWARE INSTITUTE FOR REPRODUCTIVE MEDICINE, PA NEWARK"
3255,REPRODUCTIVE ASSOCIATES OF DELAWARE,NEWARK,DELAWARE,2015.0,75.0,16.0,52.7,41.900000000000006,26.099999999999998,13.636363636363637,645.0,41.70542635658915,REPRODUCTIVE ASSOCIATES OF DELAWARE NEWARK
3256,COLUMBIA FERTILITY ASSOCIATES,WASHINGTON,DISTRICT OF COLUMBIA,2015.0,59.0,1.0,31.900000000000002,28.9,28.15,23.03181818181818,816.0,18.25980392156863,COLUMBIA FERTILITY ASSOCIATES WASHINGTON
3257,GEORGE WASHINGTON UNIVERSITY MEDICAL FACULTY ASSOCIATES,WASHINGTON,DISTRICT OF COLUMBIA,2015.0,75.0,2.0,26.85,28.35,21.3,4.15,435.0,27.35632183908046,GEORGE WASHINGTON UNIVERSITY MEDICAL FACULTY ASSOCIATES WASHINGTON
3259,BOCAFERTILITY,BOCA RATON,FLORIDA,2015.0,44.0,0.0,48.888888888888886,39.097744360902254,11.11111111111111,16.666666666666668,153.0,15.686274509803921,BOCAFERTILITY BOCA RATON
3262,FLORIDA FERTILITY INSTITUTE,CLEARWATER,FLORIDA,2015.0,78.0,10.0,32.349999999999994,30.678571428571427,25.384615384615387,5.35,292.0,16.78082191780822,FLORIDA FERTILITY INSTITUTE CLEARWATER
3267,BROWN FERTILITY,JACKSONVILLE,FLORIDA,2015.0,99.0,7.0,34.8,31.0,16.0,17.857142857142858,516.0,34.883720930232556,BROWN FERTILITY JACKSONVILLE
3268,FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,JACKSONVILLE,FLORIDA,2015.0,87.0,0.0,30.549999999999997,28.9,28.9,18.15,945.0,43.28042328042328,FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE JACKSONVILLE
3269,JACKSONVILLE CENTER FOR REPRODUCTIVE MEDICINE,JACKSONVILLE,FLORIDA,2015.0,38.0,0.0,27.25,25.95,15.192857142857143,7.142857142857143,309.0,29.449838187702266,FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE JACKSONVILLE
3272,IVF FLORIDA REPRODUCTIVE ASSOCIATES,MARGATE,FLORIDA,2015.0,55.0,1.0,39.3,34.35,21.25,20.7,1290.0,23.410852713178294,IVF FLORIDA REPRODUCTIVE ASSOCIATES MARGATE
3274,CONCEPTIONS FLORIDA: CENTER FOR FERTILITY AND GENETICS,MIAMI,FLORIDA,2015.0,26.0,0.0,39.82142857142857,10.483333333333334,45.51282051282051,25.0,154.0,19.48051948051948,CONCEPTIONS FLORIDA: CENTER FOR FERTILITY AND GENETICS CORAL GABLES
3275,"FERTILITY & IVF CENTER OF MIAMI, INC.",MIAMI,FLORIDA,2015.0,78.0,1.0,28.65,31.25,23.9,31.32777777777778,674.0,33.38278931750742,"FERTILITY & IVF CENTER OF MIAMI, INC. MIAMI"
3276,UNIVERSITY OF MIAMI INFERTILITY CENTER,MIAMI,FLORIDA,2015.0,90.0,11.0,45.27307692307693,42.75,25.016666666666666,7.894736842105263,203.0,10.83743842364532,UNIVERSITY OF MIAMI INFERTILITY CENTER MIAMI
3277,"CENTER FOR REPRODUCTIVE MEDICINE, PA",ORLANDO,FLORIDA,2015.0,62.0,1.0,33.35,25.35,19.900000000000002,21.900000000000002,1183.0,31.445477599323752,"CENTER FOR REPRODUCTIVE MEDICINE, PA ORLANDO"
3279,"NEW LEADERS IN FERTILITY & ENDOCRINOLOGY, LLC",PENSACOLA,FLORIDA,2015.0,91.0,1.0,49.50555555555556,43.3,13.9,,256.0,9.765625,"NEW LEADERS IN FERTILITY & ENDOCRINOLOGY, LLC PENSACOLA"
3280,FERTILITY & GENETICS,PLANTATION,FLORIDA,2015.0,66.0,0.0,36.55,23.3,13.45,4.75,217.0,23.963133640552996,FERTILITY & GENETICS PLANTATION
3281,FERTILITY CENTER & APPLIED GENETICS OF FLORIDA,SARASOTA,FLORIDA,2015.0,67.0,17.0,32.0,30.0,41.666666666666664,,168.0,31.547619047619047,FERTILITY CENTER & APPLIED GENETICS OF FLORIDA SARASOTA
3282,SOUTH FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,SOUTH MIAMI,FLORIDA,2015.0,68.0,3.0,50.95,46.25,33.65,31.95,1285.0,23.735408560311285,IVFMD/SOUTH FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE SOUTH MIAMI
3284,THE REPRODUCTIVE MEDICINE GROUP,TAMPA,FLORIDA,2015.0,47.0,1.0,50.45,32.2,24.6,29.166666666666668,814.0,31.326781326781326,THE REPRODUCTIVE MEDICINE GROUP TAMPA
3285,UNIVERSITY OF SOUTH FLORIDA IVF,TAMPA,FLORIDA,2015.0,63.0,2.0,46.1,59.644444444444446,17.8,35.96491228070175,306.0,18.627450980392158,UNIVERSITY OF SOUTH FLORIDA IVF TAMPA
3288,FERTILITY CARE (CENTER OF ASSISTED REPRODUCTION & ENDOCRINOLOGY),WINTER PARK,FLORIDA,2015.0,88.0,1.0,33.55,27.5,19.444444444444443,25.0,248.0,38.70967741935484,FERTILITY CARE WINTER PARK
3289,ATLANTA CENTER FOR REPRODUCTIVE MEDICINE,ATLANTA,GEORGIA,2015.0,75.0,1.0,41.3,29.45,32.4,28.373076923076923,1107.0,28.99728997289973,ATLANTA CENTER FOR REPRODUCTIVE MEDICINE ATLANTA
3290,EMORY REPRODUCTIVE CENTER,ATLANTA,GEORGIA,2015.0,79.0,8.0,62.9,44.55,34.997058823529414,22.22222222222222,424.0,19.57547169811321,EMORY REPRODUCTIVE CENTER ATLANTA
3291,"GEORGIA REPRODUCTIVE SPECIALISTS, LLC",ATLANTA,GEORGIA,2015.0,63.0,3.0,41.7,34.6,28.0,22.4,498.0,39.558232931726906,"GEORGIA REPRODUCTIVE SPECIALISTS, LLC ATLANTA"
3293,SERVY MASSEY FERTILITY INSTITUTE,AUGUSTA,GEORGIA,2015.0,58.0,0.0,29.3,31.244444444444444,13.666666666666668,32.142857142857146,367.0,21.525885558583106,SERVY FERTILITY INSTITUTE AUGUSTA
3295,REPRODUCTIVE BIOLOGY ASSOCIATES,SANDY SPRINGS,GEORGIA,2015.0,91.0,8.0,36.45,30.4,23.400000000000002,20.05,1834.0,35.60523446019629,REPRODUCTIVE BIOLOGY ASSOCIATES SANDY SPRINGS
3296,THE GEORGIA CENTER FOR REPRODUCTIVE MEDICINE,SAVANNAH,GEORGIA,2015.0,83.0,2.0,54.8,26.0,57.14285714285714,12.5,163.0,23.312883435582823,THE GEORGIA CENTER FOR REPRODUCTIVE MEDICINE SAVANNAH
3297,ADVANCED REPRODUCTIVE CENTER OF HAWAII,HONOLULU,HAWAII,2015.0,93.0,1.0,28.25,20.833333333333332,18.2,13.636363636363637,207.0,32.85024154589372,ADVANCED REPRODUCTIVE CENTER OF HAWAII HONOLULU
3298,"ADVANCED REPRODUCTIVE MEDICINE & GYNECOLOGY OF HAWAII, INC.",HONOLULU,HAWAII,2015.0,90.0,12.0,53.23421052631579,47.25,31.799999999999997,19.090909090909093,417.0,34.05275779376499,ADVANCED REPRODUCTIVE CENTER OF HAWAII HONOLULU
3299,IVF HAWAII,HONOLULU,HAWAII,2015.0,88.0,0.0,44.33823529411765,50.0,50.53333333333333,10.0,196.0,17.857142857142858,IVF HAWAII HONOLULU
3300,PACIFIC IN VITRO FERTILIZATION INSTITUTE,HONOLULU,HAWAII,2015.0,84.0,1.0,34.0,32.2,34.05,5.555555555555555,485.0,17.52577319587629,PACIFIC IN VITRO FERTILIZATION INSTITUTE HONOLULU
3302,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,BOISE,IDAHO,2015.0,57.0,3.0,44.900000000000006,33.75,9.607843137254903,45.833333333333336,480.0,23.125,IDAHO CENTER FOR REPRODUCTIVE MEDICINE BOISE
3304,FERTILITY CENTERS OF ILLINOIS-RIVER NORTH IVF,CHICAGO,ILLINOIS,2015.0,81.0,1.0,43.3,35.4,26.5,23.0,3159.0,25.925925925925927,FERTILITY CENTERS OF ILLINOIS-RIVER NORTH IVF CHICAGO
3305,INSTITUTE FOR HUMAN REPRODUCTION (IHR),CHICAGO,ILLINOIS,2015.0,64.0,2.0,26.15,37.2,22.5,27.5,610.0,25.081967213114755,INSTITUTE FOR HUMAN REPRODUCTION (IHR) CHICAGO
3306,NORTHWESTERN UNIVERSITY,CHICAGO,ILLINOIS,2015.0,82.0,1.0,40.7,41.35,28.049999999999997,20.934615384615384,1028.0,17.509727626459146,NORTHWESTERN UNIVERSITY CHICAGO
3307,UNIVERSITY OF CHICAGO MEDICINE CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,CHICAGO,ILLINOIS,2015.0,42.0,5.0,33.75,25.98039215686275,26.53846153846154,6.25,154.0,38.311688311688314,CENTER FOR REPRODUCTIVE CARE CHICAGO
3308,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,CHICAGO,ILLINOIS,2015.0,64.0,0.0,33.59705882352941,41.65,13.35,52.4,193.0,17.616580310880828,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM CHICAGO
