,Unnamed: 0,Clinic_name,Ratings,Reviews,Num_Rating
354,354,CCRM Fertility New York,5 star rating,"I am beyond happy CCRM is now in NYC! I don't know where to begin. The staff is amazing. After 2 unsuccessful cycle with another facility I reached out to Dr Choi she is the best,  kind, compassionate and she take her time to listen and is very theral which we loved. First try with her and here i am 12 weeks pregnant! Am so happy we have you in the infertility world. Xoxox.  *5 star rating is not enough*The DeSimones",5
355,355,CCRM Fertility New York,1 star rating,"I was a patient at CCRM for over a year. As I read through these positive reviews, I can only guess that there are few negative reviews because A.) The practice is new to NYC and B.) Women are too nervous to post something negative in fear they could be jinxed or something. (The want to get pregnant sometimes overpowers everything else).I write the below review after having the highest of hopes for this practice and utmost faith in the extremely intelligent staff that work there. It started out great, I met with Dr. Levine in their beautiful office after being referred by one of his friends who he went to medical school with. Ironic this is the case because you would think my experience would be stellar given this fact. Dr. Levine impressed me with his credentials and background. He talked a lot about himself (he's a runner, how he wakes up at 4am every day and his morning routine, what he eats to stay healthy). My initial  impression was that he was slightly arrogant but maybe he was entitled to be- I mean this guy has a really impressive background and I wanted him to be my doctor. I was sold on him, the amazing office and the reputation of CCRM being affiliated with the CO office. I won't get too much into what happened specifically with my IVF's because in both cycles, my embryos were abnormal. I don't blame CCRM for this outcome and I don't and didn't expect CCRM to work miracles. What I do have a problem with is that after two failed IVF cycles that I paid completely out of pocket for (my insurance covered NOTHING), they have GHOSTED me. Quite literally, just never got in contact with me ever again when I was waiting to hear back about next steps. It's shocking and disgusting. Financially, my husband and I are still struggling to pay the 30K + in credit card bills we have left from CCRM. After my 2 failed IVF's Dr. Levine suggested I try taking Clomid and either doing timed intercourse or an IUI. I tried this in the month of November, 2018. It didn't work that month so on December 18, 2018 Dr. Levine called me and left me a voicemail around 4:45pm (apparently to discuss next steps for my next cycle). I called back immediately at 5:10pm that same day but the office was already closed so I followed up with an email to Dr. Levine. He replied that same evening and added his Assistant, Stephanie so she could coordinate a time for us to speak the following day. Stephanie called me at noon on the 19th and offered 4:30pm that same day to speak to Dr. Levine. I had an already-scheduled meeting at that time with my CEO at work so asked if there was any other time that could work or any other day, that I would make myself available but just that specific time wasn't possible for me. She replied and in a really condescending way said ""No and if that doesn't work, he will not be able to speak to you until after the holiday"". I reiterated the importance of me not being able to miss a meeting with my CEO and asked if she could at least find out what Dr. Levine needed, if it was urgent or if there was anyone else, (perhaps a nurse) that I could speak to instead. Stephanie told me she would ask Dr. Levine and call me back. Today is February 5th (over a month later) and I have yet to hear back from anyone at CCRM. It's disgusting and so upsetting- especially after everything that I have been through with the struggle of infertility and the financial implications that come along with it. They clearly know that I am no longer a viable IVF patient (their money-maker). They have given up on me and did not even have the courtesy  to let me know! I can tell anyone thinking about going to CCRM this: yes, they are highly qualified and intelligent doctors, however, they also have SO many patients and it doesn't always matter where they went to medical school. There are so many other important factors when choosing a fertility doctor- like choosing someone with empathy. In my experience, CCRM's main concern is money, not their patients. I could provide other examples of why I believe this is true but it's not the point of my review.  I have found a new practice (that I so far love by the way). I receive such personal treatment at my new practice. They don't mess up bills, forget to prescribe drugs I need (like CCRM did for me twice) and my new doctor cares about me- not just taking my money.",1
356,356,CCRM Fertility New York,5 star rating,"I could not recommend Dr. Knopman and the entire staff at CCRM. Their approach is extraordinary.  I had previously tried 2 other clinics and both felt like a factory. But it was a whole different story with CCRM staff and Dr. Knopman. Everyone knew my name the second I entered their office. Their spa-like waiting room with snacks, relaxing music, coffee and tea provided such a comforting feeling during a very stressful time for me.Most importantly I got pregnant with the first IVF Cycle. There are no words to express my gratitude to Dr. Knopman. She was truly amazing; a true expert in her field, took her time explaining every single detail. I never felt rushed or like a number as I did at other clinics. It was so easy to reach her via phone calls and emails. Having a tight work schedule myself, I appreciated the fact that CCRM always took me in on time; that rarely happens in other practices.Excellent patient care is CCRM's top priority. Lab work and scans can be scheduled very early in the morning which worked out perfect for me since I had to be at work by 8 am. All the nurses knew me and were kept informed as to where I was in the process.  For me, CCRM defines competency, compassion, professionalism, efficiency & courtesy",5
357,357,CCRM Fertility New York,5 star rating,"Apologies in advance for the long review, but my experience with Dr. Levine and CCRM was so wonderful it deserves an essay: I can't express exactly how nervous I was to begin fertility treatment with a specialist. My husband and I had been trying to conceive unsuccessfully for 13 months, and I had a terrible experience with an ob gyn who tried to treat me using guesswork out of his office instead of sending me to a specialist. I won't go into all the details, but this experience had been totally inhuman, awful, and ineffective. I remember crying after my first appointment with Dr. Levine, because the experience was so different. He treated me warmly and compassionately from the moment I stepped into his office. He spent over an hour with me discussing not only my case history, but who I was a person, what I liked to do during my free time, how I had been feeling about my fertility issues, etc. He didn't rush me, and he repeatedly allowed there to be pauses so I could ask more questions. I left my first appointment with a clear plan: we would start as non-invasively as possible, with a timed intercourse cycle (including Letrazole and an Ovidrel trigger shot, to maximize our chances). Over the next four months, my husband and I did three cycles of timed intercourse and then ramped up to an IUI at Dr. Levine's suggestion. Our first IUI was successful, and I am now 4 months pregnant with a baby girl!I was obviously thrilled with the outcome. However, the point of this post is to emphasize how wonderful my experience was throughout my journey at CCRM (which I know would have continued to be wonderful if that first IUI had not been successful, and I needed to proceed to more invasive procedures): Let's start with Dr. Levine, who is honestly the BEST. He took what had been a terrible, chaotic, anxiety-inducing experience and turned it into a structured, calm, and unexpectedly FUN experience. Dr. Levine explains everything extremely thoroughly and on repeat. You hear the same message over and over again, and it's so reassuring and empowering, because you know the plan at all times. Dr. Levine also has the most fun personality. He takes the time to chat and catch up, and we spent just as much time talking about different exercise classes we liked, restaurant recommendations, and LIFE as we did my fertility issues. This may seem silly, but it really changed the dynamic of my treatment from negative to positive. I looked forward to my appointments with Dr. Levine because they were so fun, and I left feeling happy, confident, and taken care of as an individual. Dr. Levine and his team wrote everything down for me, always. I know this seems so simple, but I can't tell you how reassuring it was to have a plan and to have that plan documented in writing. Dr. Levine gave me his direct e-mail, and he ALWAYS responded or called me back, even when I e-mailed late at night. I remember receiving a call from him at 8pm, 2 minutes after I had e-mailed, when he was clearly in the middle of a family dinner. I will also never forget receiving a call from Dr. Levine at 1pm on a Saturday, in between cycles, just to say ""Hey, how are you feeling about everything?"" Even better than Dr. Levine? His nursing staff. I know CCRM sees a lot of patients, but I was floored every time they recognized me and greeted me by name. They were so friendly and wonderful and reassuring, whether drawing blood, demonstrating how best to inject my Ovidrel trigger shot, or calling me to make sure I knew the next steps. They were also my cheerleaders and coaches when I didn't get the results I wanted. When I found out I was pregnant, everyone at CCRM was so genuinely happy for me, and I got so many different forms of congratulations. It made this milestone feel all the more special to me and my husband.Thank you, Dr. Levine and CCRM for everything! The incredible, compassionate work you do is so important and means the world to patients like me.",5
358,358,CCRM Fertility New York,5 star rating,"5 stars is not enough for CCRM-NY. After a previous experience at NYU, ccrm was a breath of fresh air. Our doctor, Dr. Levine was incredible throughout the whole process, answering all of our many questions, being accessible via email and phone, and explaining everything (which i wanted). We were successful in our first ivf cycle at ccrm and are now 18 weeks pregnant. The entire staff is warm, helpful, and smart.  Throughout the process i  met all of the other doctors (Dr. Choi, Dr. Knopman, and Dr. Talebian) and they were all wonderful and kind!",5
359,359,CCRM Fertility New York,5 star rating,"My husband and i couldn't be happier to have met Dr. Brian Levine and CCRM. Months of frustration with the ""factory"" at RMA NY, everything changed when we walked into CCRM and met Dr. Brian Levine. Instantly impressed at our first appointment, Dr. Levine had already thoroughly researched , highlighted and took notes on our case. Before even talking with us, he'd already discovered i was misdiagnosed previously and didn't take lightly how easy my case looked on paper being ""young and healthy"". After our first meeting, we were sure we were moving forward with our second IVF cycle and we couldn't have been happier from day one. Everything went exactly as planned from that moment. Within 3 months we were pregnant on our first try! He is not only a wonderful doctor, but he is confident and caring . Always a quick email away, no matter how silly or insignificant a question. He makes you feel comfortable every step of the way. He is truly an amazing, intelligent doctor. Also, to note, while Dr. Talebian was not the Doctor I met with on day one, she took great care in my case as well and treated me as one of her own. CCRM is truly the best team there is. Not enough words to thank Dr. Levine. AND TO THE AMAZING NURSING STAFF OF CCRM! Truly an integral part of the amazing care we had at CCRM.  Specifically,  I worked most with Liz, Elana and Melissa;  but they all were outstanding nurses.  They are smart, caring, and just amazing people. They really began to feel like family. Truly taking wonderful care of us!  They took the time to make sure each step was carefully understood,  ALWAYS available by email or call, Even checking on us after our procedure.  Dr. Levine was always praising his team, because they deserve it! We don't know how we could've done this without them. THANK YOU TO THE VERY BEST THERE IS!",5
360,360,CCRM Fertility New York,5 star rating,"I cannot recommend this practice and Dr. Levine enough. Having been on a roller coaster ride and through multiple practices and doctors I can say with the most conviction this is the BEST place to help you on your path to parenthood.  Dr. Levine is the kindest, most caring doctor I have meet with. He truly treats you like a human being and not another number. Their entire staff including the front desk and nurses are phenomenal.  Dr. Levine truly GETS how hard this journey is and is emphatic and human to guide you not just through the medical but also the emotional and mental aspects. The practice also has state of the art technology and you are getting the best care on that front too. I do not have enough words to wax poetic about Dr. Levine and the practice. They are truly the BEST and I would recommend this place to my family and friends if they were on this fertility journey.",5
361,361,CCRM Fertility New York,5 star rating,Dr. Levine and the staff at CCRM are hands-down the best clinic in New York City  (and I am limiting myself to NYC because I have yet to venture out of the city for any treatments!). We were treated with love and respect at every visit and each appointment was timely and accommodating.  Dr. Levine made miracles happen and we are so grateful for him and his staff.  They are real true blessings!,5
362,362,CCRM Fertility New York,5 star rating,"The best medical decision I have ever made was switching from RMA to CCRM, and choosing Dr. Choi. I went from feeling like cattle at a fertility farm to customized personal attention, and most importantly, problem solving. CCRM is on the cutting edge and a completely different experience. Most of all, Dr. Choi is brilliant, willing to take the time to understand your medical history and answer every question you have, and genuinely cares about her patients. She is hands down the best doctor I have ever had. The fertility journey can be hard, but having the right doctor made it manageable.",5
363,363,CCRM Fertility New York,5 star rating,"First off, I would like to say that I am a lover of yelp but admittedly don't write enough reviews, compared to how much I use it. CCRM certainly deserves one and I am so surprised I am the first one. I am a 35 year old woman that began thinking about freezing my eggs this summer I made an appointment at CCRM NY as a friend who visited their Colorado branch recommended it to me. I figured I would check them out and then a few other known hospitals to see where I felt the most comfortable. My friend insisted that the place really has to make me feel good and at ease, if I was going to choose it for this procedure. Needless to say, I walked into CCRM in August and didn't check out any other hospital after that visit.The staff is AMAZING!!!! From the front desk, to the nurses, to the business office and of course the Doctors! Everyone, and I mean everyone was sooo professional, kind, patient, helpful and positive. The atmosphere is very tranquil and makes you feel at home. All of my questions/concerns were always answered and I never felt silly for asking anything. The process was made so easy, and I completed the cycle last week. I have eggs in the freezer:) I always felt cared for, and they were flexible with my schedule. Thank you so much Dr.Levine, Lori, Amanda, Hunter, Elizabeth, Jaime and everyone at CCRM. I'm sorry if I missed your name, I tried to keep track of all of you:) I highly recommend CCRM to anyone, even if it's just a thought. Freezing my eggs and choosing CCRM is one of the best decisions I have ever made!",5
364,364,CCRM Fertility New York,5 star rating,"Amazing, amazing experience. Dr Talabean did my retrieval and I trust her implicitly. She was extremely honest and also prepared me for the recovery. Since I had so many eggs, my recovery was a bit more intense than if someone had only a few. I got 24 and I was monitored the entire process. You must commit to going and getting blood work and ultrasound almost everyday or every other day. This is what makes them special; they cater the hormones based on your levels so if you're getting too much based on how your labs come back- they will either lower or increase your dose. This is very special in the world of egg freezing. You can be sure that they will take good care of you. The nurses basically run the show and they are so sweet and welcoming! I posted an entire story on my instagram throughout the course of the process if you want to check it out! @jenniferwinkelried",5
365,365,CCRM Fertility New York,5 star rating,"CCRM NY is absolutely fantastic -- excellent doctors, wonderful staff (including the embryology/lab team, nurses, administrative staff, everyone), a pristine lab, pleasant offices. Working with them was an all around wonderful experience. I had had a horrible previous egg-freezing experience with a different doctor and then came here, and it was night and day different -- and better, with CCRM. I am a very ""difficult case"" infertility-wise, and my doctor (Dr. Brian Levine) was incredibly persistent and attentive and kept trying different protocols until we finally started getting good results. We now are 14 weeks pregnant, with additional healthy tested embryos preserved. I highly recommend CCRM NY.",5
366,366,CCRM Fertility New York,5 star rating,"First and foremost, I cannot more highly recommend CCRM, in particular Dr. Levine.  As already mentioned by many of the reviewers, I'm not one to write reviews but given how stressful this process can be and how difficult it can be to find firsthand experiences, I feel it's important to offer my experience.  To summarize my situation, as a 36 year woman, I had seen an advertisement from a clinic (with reputable doctors) who catered primarily to women looking to preserve their fertility versus going through the full IVF process.  The first step was to get some bloodwork done.  Upon receiving my results, I soon was confronted with the reality that I may not have any fertility to preserve... to put it lightly.  I immediately called and try to get immediate appointments with NYU, Weill Cornell...all the usual clinics.  After speaking with friends who had gone through the IVF process, I was advised how important it was to find a lab and doctor with the data to back up their results.  In doing my due diligence I of course went to CCRM's website as their work in Denver speaks for itself.  To my amazement they had just opened an office in NYC.  Within days I was meeting Dr. Levine (with my mom) for the first time.  To say I was anxious is an extreme understatement.  My blood pressure was sky high!  But within minutes Dr. Levine and his ENTIRE staff put me and my mother at ease.  While they cannot guarantee I will have a child they made me feel immediately that even though I was ""only"" going through egg freezing, I was AS important as every other woman there and my care and comfort was of the utmost importance.  I could simply go on and on about the care and medical attention I received by Dr. Levine and his team.  What was one of the most anxiety filled experience of my life actually ended up being one filled with true warmth and caring and honestly I sort of miss going there and seeing everyone everyday :)  The last bit I want to mention is that if it were not for this experience I also would not have discovered another medical situation and with Dr. Levine's care I have been able to get treatment and feel SO fortunate that to this day I can still email him DIRECTLY and he will get back to me with either a phone call or email within hours.  Never in my life have I received the attention and care that Dr. Levine and CCRM's entire staff provides.  I thank them from the bottom of my heart.I wish I could more emphatically recommend Dr. Levine because honestly my experience at CCRM and the practice he runs has been life changing for me.  If you do ever find yourself facing fertility challenges, I would not hesitate to recommend Dr. Levine. Thank you",5
367,367,CCRM Fertility New York,5 star rating,"I don't even know where to begin with this review because there aren't enough good things to say about Dr. Levine and the entire CCRM-NY team. I knew from the minute that I walked through the doors that my husband and I were in the best hands possible. Everyone from the front desk receptionists, to the nurses, to Dr. Levine, made you feel like you were entering their living room rather than a doctor's office. We were treated with love and warmth at every single visit, making it even harder to leave when our treatment was up. Dr. Levine is truly a one-of-a-kind person. He is extremely intelligent (goes without saying), caring, compassionate and highly invested in his patients. On our very first visit, he knew everything about me and my medical history before I even had to speak! He not only takes the time to get to know his patients personally, but he uniquely designs each treatment plan to meet the individual needs of the patient. You are NOT a number with him, but rather a human being. One of the BEST things about Dr. Levine is how incredibly communicative he is. He made himself available to me via email 24/7 and would respond almost immediately. I knew that no question was too small or insignificant to ask and if need be, he would call me just to make sure I was feeling okay about our course of action. When our time was up with Dr. Levine I was truly saddened! I strongly urge anyone seeking fertility treatment to see Dr. Levine. My husband and I couldn't be more grateful for the compassion, patience and time he has given us.",5
368,368,CCRM Fertility New York,1 star rating,"I had really high hopes for this clinic, having read so many enthusiastic reviews and gotten references from friends.  Ultimately, I felt like CCRM treated me like a walking blank check, bolstering a fear of the unknown to get me to opt into an expensive, out of pocket elective procedure I simply wanted to learn more about (and would have agreed to if I felt they actually cared about me).  I waited over 30 minutes to meet with the doctor, who was curt, a little vague on why certain tests were needed but very decisive that the elective procedure was a must, and quick to shuttle me off to the start of at least 5 staff members I would meet during my time there.  While I had not yet made any decisions and was clear that I would not do so that day or be rushed into a commitment, most of the staff who met with me still assumed I was all in and tried to get treatments started and tests run, including ones I didn't understand the rationale behind.   In a way, I blame lack of communication among the team versus an overly salesy attitude, but the net impact still wasn't favorable.  The very last meeting was to walk through cost, so, I would have opted into all manner of procedures and drugs and only known the impact to my financial situation after I'd mentally committed.  Cost aside, while I applaud CCRM's efficiency, the lack of given time to process, understand my options and why certain things were needed, and digest what was happening felt very wrong.  The only bright spot was one of the nurses - she was kind and empathetic, probably the only person who recognized that this was a voluntary visit.  Bottom line: just have your wits about you if you go, and remember that you should ask as many questions as you need to get clarity and comfort with next steps.  And, you don't have to sign on the dotted line.  Last, be prepared - the consultation fee came out to about $200 higher than I was quoted.",1
369,369,CCRM Fertility New York,5 star rating,"I'm not entirely sure why I'm writing this here, on Yelp: somehow, I feel like this deserves more than the brevity of this site. But I want everyone here to know this about Doctor Janet Choi so that others' lives may be changed as mine has been.I'll begin with her medical expertise: Doctor Choi is the most skilled, knowledgeable physician I have ever met. That she is a graduate of Harvard and Columbia (where she also did her one of her two residencies, the other being at Cornell) would surprise no one. There was not a single instance where I doubted Dr. Choi's skills: her medical care was considered, skillful, and assured.But that's the ""easy"" part of what she does: the technical aspect of her profession.  And while incredibly impressive, it is the kindness, care, decency, and humanity of how she does what she does that sets Dr. Choi apart from her peers.Trying to have a child when you're over 40 isn't easy. Not emotionally, not financially, not physically. It's brutal: a wild ride of fear, hope, dismay, euphoria, exhaustion, elation, resignation, determination, and outright ambiguity. Sometimes, it all works out; sometimes, it doesn't. The process is like a soup made of your bones and heart. Dr. Choi, the physician, is, as I said earlier, a master of the physical processes of reproductive medicine. Dr. Choi, the healer, is a sterling human being whose ability to gently explain every aspect of the fertility process to her patients; to soothe and sympathize with her patients; to take care of her patients' emotions as much as their bodies, is deeply moving. Doctor Choi is a marvelous doctor and an even more marvelous human being.Doctor Choi: I cannot thank you enough for your insight, care, compassion, and dedication. Your colleagues, Dr. Levine; Lori; Whitney; Melissa; Jamie; Hunter; Elizabeth; Amanda; Gina; Stephanie; and all of your team will forever be in my mind and heart. I love you all.From the bottom of my heart, I thank you.",5
370,370,CCRM Fertility New York,5 star rating,"I spent a couple of years going to Cornell Reproductive Medicine and I finally walked away from them earlier this year after complete frustration. I drained any coverage I had with Cornell and when I realized I was going to be paying for this out of my own pocket, I went looking for the best and CCRM is definitely that!! Dr. Choi is AMAZING (I agree with the previous reviews). She is knowledgable, caring and thorough. She spent more time with me in the few appointments I had with her than the doctor at Cornell did over the course of 2+ years I was there. Between Dr. Choi, the staff, the nurses, and the facility - they are all exceptional. With fertility treatment, you are always on a roller coaster ride of emotions and CCRM sympathizes with that and gives their patients the necessary education, thought and time. For anyone reading this, don't waste your time at Cornell - check out CCRM first!",5
371,371,CCRM Fertility New York,5 star rating,"After years of struggling with fertility and unsuccessful attempts at several other fertility clinics, I finally decided to travel out of town all the way to New York in order to start fresh at CCRM! As the other reviewers have already stated, there are not enough words to describe Dr. Levine and ALL the staff at CCRM. Everyone from the front desk receptionists, admin in the back office, phlebotomists, nurses, billing admin and doctors are the most caring, friendly, knowledgeable professionals you'll ever meet. They treat you as if you are their only patient! Everyone at CCRM knows you by name and appointments are a breeze to schedule. You rarely have to wait past your scheduled appointment time. You are in and out of there! Communication is a breeze with them. There will always be someone to take care of you over the phone, email or their online portal, hence you will always be in the loop with your treatments, medication usages/dosages, lab results, billing questions etc! Dr. Levine is not only great about calling you but you can reach him via email! I've emailed him the silliest questions and yet he was always quick to reply back without making me feel dumb for asking in the first place. It's the same thing with the nurses. They are so good about calling or sending messages via the nurses portal to send updates on medication, scheduling procedures and just overall keeping you informed about the whole process. I was especially thankful, going into this long distance. The nurses emailed me all the necessary documents, sent prescriptions to my pharmacy out of town and just made the whole process as easy as possible! Speaking from my experiences at other clinics, all of the mentioned above is RARE. What's even more rare is a doctor who is so personable and positive. He treats you like a friend and not just another patient he has to deal with. Dr. Levine has made what could have been a daunting journey, a stress free and pleasant one..and here I am, now pregnant from my first IVF cycle! Take it from me who has struggled and wasted time at other clinics. The quality of care at CCRM is top notch!! There is no need to go searching elsewhere. This is the place to go!",5
372,372,CCRM Fertility New York,5 star rating,"A yelp from my daughter:I don't normally write Yelp reviews, but my experience at CCRM has been so phenomenal I felt compelled to write one. I first met Dr. Choi at Columbia a couple years ago when I had my eggs frozen. She was amazing and brilliant. When I went to do IVF last year, she was no longer there. I continued at Columbia but this time with a male doctor who I disliked immensely. I decided to stop moving forward with the process until I found a doctor and a place that I liked. While doing research for another IVF clinic that didn't feel like a cattle call, I happened to find Dr. Choi again, but this time she was heading up CCRM in NY. I had heard that CCRM in Colorado was the best fertility clinic in the country and I was pleased to see that it was now in NYC as well. It may be a little more expensive than Columbia but WELL worth it. I can not stress this enough. It is a beautiful facility -- clean, welcoming, friendly front desk staff and calm, especially during a time that can be highly emotional and stressful.I would highly, highly recommend this place to anyone considering IVF/ egg freezing, fertility options, etc! The doctors and nurses here are beyond AMAZING, personable, intelligent and kind. I have seen three of the doctors here and they are all fantastic with great bedside manner. Besides being brilliant. Dr. Choi is incredibly patient, explaining different options again and again until I understand. She is also incredibly attentive, following up consistently throughout the entire process and making sure I didn't have any questions and that everything was ok and that I had everything I need. It has been especially nice to have a doctor that truly cares about her patients. She couldn't be at my egg retrieval but called the night before to check in and then again on the day of retrieval to make sure I was feeling ok. The nurses went above and beyond to make me feel comfortable and feel taken care of.If you are looking for a place to do IVF, THIS IS THE PLACE TO GO!!!!!! I can not say enough great things about Dr. Choi, the other doctors here, the nurses and this clinic!",5
373,373,CCRM Fertility New York,5 star rating,"Dr. Brian Levine is responsible for my 3 1/2 year old daughter Willa, and after trying for almost 2 years at Cornell, luck found me in his capable hands again!I can not explain how discouraged, frustrated and just down I felt after my experience at Cornell. Being a patient at CCRM was a whole new game. From the lovely receptionists who greet you by name, to the amazing nurses who are always available to you, the staff at CCRM could not be more accommodating. Now to the Doctors! I almost always saw Dr. Levine which was not the case at Cornell. ( if I was lucky I saw my dr once or twice a cycle). If Dr. Levine was busy with a procedure I saw Dr. Choi or Dr. Talabian who knew me by name and actually remembered me on my next visit. They were familiar with my situation and just wonderful. I could always expect a follow up call from Dr. Levine that evening ,even on weekends. (He even gave me his cell phone number). Unheard of at other practices. Dr. Levine was always there to perform my procedures and explain  everything step by step. I have never met a lovelier, more knowledgeable, more positive doctor.  There is not enough room here for me to sing CCRM's praises!!! I am due in September with my second daughter!!",5
374,374,CCRM Fertility New York,5 star rating,"My experience at CCRM was wonderful. We saw Dr. Levine and he was able to diagnose our issues and set a clear course of action. He was always incredibly personable, energetic and available for any and all questions that arose. And he was able to help us get pregnant, which is of course the reason we were there in the first place! The entire staff is amazing -- everyone was warm, welcoming and very attentive to your personal situation. Beyond the incredible staff and care, the space itself is brand new and beautiful -- feels like a spa, which helps add a calmness to the whole situation. Would absolutely recommend CCRM to anyone looking for any help with their fertility journey.",5
375,375,CCRM Fertility New York,5 star rating,"My husband and I had the absolute BEST possible experience at CCRM. I cannot say enough about Dr. Choi and the staff as whole. Our experience with them includes both an IVF freezing cycle as well as an ovulation induction and IUI cycle. When we first came to CCRM, we were frustrated, scared, and confused. Dr. Choi did numerous tests, she leaves no stone unturned, and helped us decided on the best possible plan of action to reach our goals. After our first appointment, we left feeling calm and excited about the path we had chosen. The staff at CCRM is extremely caring and involved in your treatment experience. They know your name, what is going on with you, and are there for absolutely anything you may need. It is very clear that everyone at CCRM is passionate about helping people, no is ever in a bad mood! Dr. Choi was always available to us whenever we had questions or concerns and truly enjoys her work. She is very thorough and determined to help you accomplish whatever you came to her for and will support you along the way. She is honest but optimistic, which we found very refreshing. I cannot recommend CCRM enough, their personalized approach not only makes an uncomfortable process more enjoyable, but also provides amazing results.",5
376,376,CCRM Fertility New York,5 star rating,"I can't speak highly enough of CCRM. Dr. Janet Choi is professional, thorough, compassionate, patient and kind -- all the key ingredients to help hormonal women going through a process that is putting our most treasured organs at possible risk. The entire team from receptionists to nurses to the team of doctors and business support were highly attentive & personal. They made me feel known and cared for every step of the way. My results were very successful and I believe it was due to the thoughtful care and great communication of the entire staff, led by Dr. Choi. As much as I hate western medicine, it made me consider doing another round! If you're looking for any fertility care, CCRM NY is 100% the place to go.",5
377,377,CCRM Fertility New York,5 star rating,"CCRM NY is amazing! Everyone from the front desk staff to all of the doctors far exceeded my expectations. Dr. Levine was my doctor but all of the staff and doctors knew me by first name and always showed a genuine interest in my progress and care. After having gone to a different clinic with two failed retrievals, I was successful with Dr. Levine on my first retrieval and first transfer. Even after being discharged to an OB, Dr. Levine continued to answer my questions without hesitation and in a very timely fashion. I wish all of my doctors in all treatment areas were as good and helpful as Dr. Levine. It clearly shows that he loves his job and is very passionate about his work. The facility itself is state of the art and super clean. Overall, I would highly recommend Dr. Levine and the entire CCRM NY team to anyone looking for top notch treatment.",5
378,378,CCRM Fertility New York,5 star rating,"Dr Levine has been absolutely wonderful to work with (he's kind, funny, patient and wise beyond his years, he remembers very detail and always makes time for me when I need to ask him something, I feel safe under his care and blessed to have found him), as is Amanda in billing (helpful and full of knowledge, answering my endless questions and helping me understand both insurance and self-pay matters to figure out what's best for me), Plus all of the nurses (especially Ali who has been supportive and nurturing like a sister), and the receptionists (Stephanie's/Kate who brighten up the phone lines and office). It is a beautiful modern and clean space too. White glove service without a doubt. I actually went to NYU first for a consult- it was a disaster I felt like cattle and was totally ignored by all the support staff there despite the doctor seeming very good there too but all the rest of the staff gave me so much anxiety. At CCRM it is a different and far better world, they humanize and personalize every moment. I froze eggs in nov and going back to do another round next month. They're worth every penny!",5
379,379,CCRM Fertility New York,5 star rating,"There are no words to express how lucky I feel to have been a patient of Dr. Knopman and at CCRM. Each person at CCRM - from the doctors to the nurses to the technicians to the staff - is absolutely incredible.  You feel a part of the CCRM family immediately and the individualized attention they give each of their patients is unparalleled. Although I was at CCRM during a very difficult time in my life, the optimism, patience, compassion and kindness expressed by everyone there helped get me through it. In particular, Dr. Knopman was truly amazing and went above and beyond what I could expect from any doctor. What started off as consultation regarding ovulation ended up in a 9 month journey and a successful IVF transfer.  At each step along the way, Dr. Knopman was there to help me and to guide me through.  Dr. Knopman shows extraordinary attention to each patient and provides tailored and individualized care. I am forever grateful for her professionalism, carefulness and for being one of the best doctors that anyone could hope for.",5
380,380,CCRM Fertility New York,5 star rating,"I first used another fertility clinic in NYC, but when I heard that CCRM was opening an office here, I switched immediately.  Infertility is a scary and nerve-racking process to begin with, and Dr. Levine made it incredibly less so.  I cannot say enough good things about him.  He was personable from the beginning.  He is extremely responsive to e-mails, phone calls, etc.  He takes the time to recommend treatment that is specific to your case, and not just a textbook protocol.  And the nurses at CCRM...where do I begin?!  They make you feel warm and welcome, even though you are scared and nervous.  They ALL remember your name and are extremely efficient with bloodwork.  Even the receptionist is welcoming.  Do not waste your time at other clinics, go straight to CCRM.",5
381,381,CCRM Fertility New York,5 star rating,"I cannot say enough great things about CCRM new York. I had spent too much time  with another practice that felt like a factory with a great deal of frustration before I found CCRM.  Everyone from Dr Levine to the nurses, reception etc were incredible.  Aside from their impressive credentials and top notch lab, their empathy and genuine care was amazing.  IVF can be a daunting process , but Dr. Levine's group are wonderful at keeping your stress  to a minimum.",5
382,382,CCRM Fertility New York,5 star rating,"I had an incredibly positive experience here. Dr Levine went above and beyond to make sure everything went as smoothly as possible. Egg freezing is a daunting and arduous process but he made it more than worthwhile, I felt completely supported throughout and I walked away with an even better result than I had expected. I can't say enough good things about him and his team--I met many of the other doctors, nurses and techs, and they were all phenomenal. I'm so grateful and highly recommend CCRM to anyone who is looking for a great fertility doctor. This place stands out above all the others that I researched. Thank you CCRM!",5
383,383,CCRM Fertility New York,5 star rating,"These group of physicians have the best success ratio, professional, personalized and compassionate in making our dreams come true...thank you CCRM you are all so awesome!",5
